re_Code;re_Text;re_CodeF;re_Hauptdiagnose;re_Nebendiagnose;re_Prozedur
F127;Psychische und Verhaltensstörungen durch Cannabinoide: Restzustand und verzögert auftretende psychotische Störung;F12.7;1;1;0
F128;Psychische und Verhaltensstörungen durch Cannabinoide: Sonstige psychische und Verhaltensstörungen;F12.8;0;1;0
F130;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Akute Intoxikation [akuter Rausch];F13.0;1;1;0
F131;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Schädlicher Gebrauch;F13.1;1;1;0
F132;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Abhängigkeitssyndrom;F13.2;1;1;0
F133;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Entzugssyndrom;F13.3;1;1;0
F134;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Entzugssyndrom mit Delir;F13.4;1;1;0
F135;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Psychotische Störung;F13.5;1;1;0
F136;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Amnestisches Syndrom;F13.6;0;1;0
F137;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Restzustand und verzögert auftretende psychotische Störung;F13.7;0;1;0
F138;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Sonstige psychische und Verhaltensstörungen;F13.8;1;1;0
F140;Psychische und Verhaltensstörungen durch Kokain: Akute Intoxikation [akuter Rausch];F14.0;1;1;0
F141;Psychische und Verhaltensstörungen durch Kokain: Schädlicher Gebrauch;F14.1;1;1;0
F142;Psychische und Verhaltensstörungen durch Kokain: Abhängigkeitssyndrom;F14.2;1;1;0
F143;Psychische und Verhaltensstörungen durch Kokain: Entzugssyndrom;F14.3;1;1;0
F145;Psychische und Verhaltensstörungen durch Kokain: Psychotische Störung;F14.5;1;1;0
F150;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Akute Intoxikation [akuter Rausch];F15.0;1;1;0
F151;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Schädlicher Gebrauch;F15.1;1;1;0
F152;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Abhängigkeitssyndrom;F15.2;1;1;0
F153;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Entzugssyndrom;F15.3;1;1;0
F154;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Entzugssyndrom mit Delir;F15.4;0;1;0
F155;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Psychotische Störung;F15.5;1;1;0
F158;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Sonstige psychische und Verhaltensstörungen;F15.8;0;1;0
F160;Psychische und Verhaltensstörungen durch Halluzinogene: Akute Intoxikation [akuter Rausch];F16.0;1;1;0
F161;Psychische und Verhaltensstörungen durch Halluzinogene: Schädlicher Gebrauch;F16.1;0;1;0
F162;Psychische und Verhaltensstörungen durch Halluzinogene: Abhängigkeitssyndrom;F16.2;0;1;0
F163;Psychische und Verhaltensstörungen durch Halluzinogene: Entzugssyndrom;F16.3;0;1;0
F165;Psychische und Verhaltensstörungen durch Halluzinogene: Psychotische Störung;F16.5;1;1;0
F170;Psychische und Verhaltensstörungen durch Tabak: Akute Intoxikation [akuter Rausch];F17.0;0;1;0
F171;Psychische und Verhaltensstörungen durch Tabak: Schädlicher Gebrauch;F17.1;0;1;0
F172;Psychische und Verhaltensstörungen durch Tabak: Abhängigkeitssyndrom;F17.2;1;1;0
F173;Psychische und Verhaltensstörungen durch Tabak: Entzugssyndrom;F17.3;0;1;0
F182;Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Abhängigkeitssyndrom;F18.2;0;1;0
F190;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Akute Intoxikation [akuter Rausch];F19.0;1;1;0
F191;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Schädlicher Gebrauch;F19.1;1;1;0
F192;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Abhängigkeitssyndrom;F19.2;1;1;0
F193;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Entzugssyndrom;F19.3;1;1;0
F194;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Entzugssyndrom mit Delir;F19.4;1;1;0
F195;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Psychotische Störung;F19.5;1;1;0
F196;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Amnestisches Syndrom;F19.6;0;1;0
F197;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Restzustand und verzögert auftretende psychotische Störung;F19.7;1;1;0
F198;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Sonstige psychische und Verhaltensstörungen;F19.8;1;1;0
F199;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Nicht näher bezeichnete psychische und Verhaltensstörung;F19.9;1;1;0
F200;Paranoide Schizophrenie;F20.0;1;1;0
F201;Hebephrene Schizophrenie;F20.1;1;1;0
F202;Katatone Schizophrenie;F20.2;1;1;0
F203;Undifferenzierte Schizophrenie;F20.3;1;1;0
F204;Postschizophrene Depression;F20.4;1;1;0
F205;Schizophrenes Residuum;F20.5;1;1;0
F206;Schizophrenia simplex;F20.6;1;1;0
F208;Sonstige Schizophrenie;F20.8;1;1;0
F209;Schizophrenie, nicht näher bezeichnet;F20.9;1;1;0
F21;Schizotype Störung;F21;1;1;0
F220;Wahnhafte Störung;F22.0;1;1;0
F228;Sonstige anhaltende wahnhafte Störungen;F22.8;1;1;0
F229;Anhaltende wahnhafte Störung, nicht näher bezeichnet;F22.9;1;1;0
F230;Akute polymorphe psychotische Störung ohne Symptome einer Schizophrenie;F23.0;1;1;0
F231;Akute polymorphe psychotische Störung mit Symptomen einer Schizophrenie;F23.1;1;1;0
F232;Akute schizophreniforme psychotische Störung;F23.2;1;1;0
F233;Sonstige akute vorwiegend wahnhafte psychotische Störungen;F23.3;1;1;0
F238;Sonstige akute vorübergehende psychotische Störungen;F23.8;1;1;0
F239;Akute vorübergehende psychotische Störung, nicht näher bezeichnet;F23.9;1;1;0
F24;Induzierte wahnhafte Störung;F24;1;0;0
F250;Schizoaffektive Störung, gegenwärtig manisch;F25.0;1;1;0
F251;Schizoaffektive Störung, gegenwärtig depressiv;F25.1;1;1;0
F252;Gemischte schizoaffektive Störung;F25.2;1;1;0
F258;Sonstige schizoaffektive Störungen;F25.8;1;1;0
F259;Schizoaffektive Störung, nicht näher bezeichnet;F25.9;1;1;0
F28;Sonstige nichtorganische psychotische Störungen;F28;1;1;0
F29;Nicht näher bezeichnete nichtorganische Psychose;F29;1;1;0
F300;Hypomanie;F30.0;1;1;0
F301;Manie ohne psychotische Symptome;F30.1;1;1;0
F302;Manie mit psychotischen Symptomen;F30.2;1;1;0
F308;Sonstige manische Episoden;F30.8;1;0;0
F309;Manische Episode, nicht näher bezeichnet;F30.9;1;0;0
F310;Bipolare affektive Störung, gegenwärtig hypomanische Episode;F31.0;1;1;0
F311;Bipolare affektive Störung, gegenwärtig manische Episode ohne psychotische Symptome;F31.1;1;1;0
F312;Bipolare affektive Störung, gegenwärtig manische Episode mit psychotischen Symptomen;F31.2;1;1;0
F313;Bipolare affektive Störung, gegenwärtig leichte oder mittelgradige depressive Episode;F31.3;1;1;0
F314;Bipolare affektive Störung, gegenwärtig schwere depressive Episode ohne psychotische Symptome;F31.4;1;1;0
F315;Bipolare affektive Psychose, gegenwärtig schwere depressive Episode mit psychotischen Symptomen;F31.5;1;1;0
F316;Bipolare affektive Psychose, gegenwärtig gemischte Episode;F31.6;1;1;0
F317;Bipolare affektive Psychose, gegenwärtig remittiert;F31.7;1;1;0
F318;Sonstige bipolare affektive Störungen;F31.8;1;1;0
F319;Bipolare affektive Störung, nicht näher bezeichnet;F31.9;1;1;0
F320;Leichte depressive Episode;F32.0;1;1;0
F321;Mittelgradige depressive Episode;F32.1;1;1;0
F322;Schwere depressive Episode ohne psychotische Symptome;F32.2;1;1;0
F323;Schwere depressive Episode mit psychotischen Symptomen;F32.3;1;1;0
F328;Sonstige depressive Episoden;F32.8;1;1;0
F329;Depressive Episode, nicht näher bezeichnet;F32.9;1;1;0
F330;Rezidivierende depressive Störung, gegenwärtig leichte Episode;F33.0;1;1;0
F331;Rezidivierende depressive Störung, gegenwärtig mittelgradige Episode;F33.1;1;1;0
F332;Rezidivierende depressive Störung, gegenwärtig schwere Episode ohne psychotische Symptome;F33.2;1;1;0
F333;Rezidivierende depressive Störung, gegenwärtig schwere Episode mit psychotischen Symptomen;F33.3;1;1;0
F334;Rezidivierende depressive Störung, gegenwärtig remittiert;F33.4;1;1;0
F338;Sonstige rezidivierende depressive Störungen;F33.8;1;1;0
F339;Rezidivierende depressive Störung, nicht näher bezeichnet;F33.9;1;1;0
F340;Zyklothymia;F34.0;1;1;0
F341;Dysthymia;F34.1;1;1;0
F348;Sonstige anhaltende affektive Störungen;F34.8;0;1;0
F380;Andere einzelne affektive Störungen;F38.0;0;1;0
F4000;Agoraphobie: Ohne Angabe einer Panikstörung;F40.00;1;1;0
F4001;Agoraphobie: Mit Panikstörung;F40.01;1;1;0
F401;Soziale Phobien;F40.1;1;1;0
F402;Spezifische (isolierte) Phobien;F40.2;1;1;0
F408;Sonstige phobische Störungen;F40.8;0;1;0
F409;Phobische Störung, nicht näher bezeichnet;F40.9;0;1;0
F410;Panikstörung [episodisch paroxysmale Angst];F41.0;1;1;0
F411;Generalisierte Angststörung;F41.1;1;1;0
F412;Angst und depressive Störung, gemischt;F41.2;1;1;0
F413;Andere gemischte Angststörungen;F41.3;1;1;0
F418;Sonstige spezifische Angststörungen;F41.8;1;1;0
F419;Angststörung, nicht näher bezeichnet;F41.9;1;1;0
F420;Vorwiegend Zwangsgedanken oder Grübelzwang;F42.0;1;1;0
F421;Vorwiegend Zwangshandlungen [Zwangsrituale];F42.1;1;1;0
F422;Zwangsgedanken und -handlungen, gemischt;F42.2;1;1;0
F428;Sonstige Zwangsstörungen;F42.8;1;1;0
F429;Zwangsstörung, nicht näher bezeichnet;F42.9;1;1;0
F430;Akute Belastungsreaktion;F43.0;1;1;0
F431;Posttraumatische Belastungsstörung;F43.1;1;1;0
F432;Anpassungsstörungen;F43.2;1;1;0
F438;Sonstige Reaktionen auf schwere Belastung;F43.8;1;1;0
F439;Reaktion auf schwere Belastung, nicht näher bezeichnet;F43.9;1;1;0
F440;Dissoziative Amnesie;F44.0;1;1;0
F441;Dissoziative Fugue;F44.1;0;1;0
F442;Dissoziativer Stupor;F44.2;1;1;0
F444;Dissoziative Bewegungsstörungen;F44.4;1;1;0
F445;Dissoziative Krampfanfälle;F44.5;1;1;0
F446;Dissoziative Sensibilitäts- und Empfindungsstörungen;F44.6;1;1;0
F447;Dissoziative Störungen [Konversionsstörungen], gemischt;F44.7;1;1;0
F4481;Multiple Persönlichkeit(sstörung);F44.81;1;1;0
F4488;Sonstige dissoziative Störungen [Konversionsstörungen];F44.88;1;1;0
F449;Dissoziative Störung [Konversionsstörung], nicht näher bezeichnet;F44.9;1;1;0
F450;Somatisierungsstörung;F45.0;1;1;0
F451;Undifferenzierte Somatisierungsstörung;F45.1;1;1;0
F452;Hypochondrische Störung;F45.2;1;1;0
F4530;Somatoforme autonome Funktionsstörung: Herz und Kreislaufsystem;F45.30;1;1;0
F4531;Somatoforme autonome Funktionsstörung: Oberes Verdauungssystem;F45.31;1;1;0
F4532;Somatoforme autonome Funktionsstörung: Unteres Verdauungssystem;F45.32;1;1;0
F4533;Somatoforme autonome Funktionsstörung: Atmungssystem;F45.33;1;1;0
F4534;Somatoforme autonome Funktionsstörung: Urogenitalsystem;F45.34;0;1;0
F4537;Somatoforme autonome Funktionsstörung: Mehrere Organe und Systeme;F45.37;1;1;0
F4538;Somatoforme autonome Funktionsstörung: Sonstige Organe und Systeme;F45.38;1;1;0
F4539;Somatoforme autonome Funktionsstörung: Nicht näher bezeichnetes Organ oder System;F45.39;0;1;0
F4540;Anhaltende somatoforme Schmerzstörung;F45.40;1;1;0
F4541;Chronische Schmerzstörung mit somatischen und psychischen Faktoren;F45.41;1;1;0
F458;Sonstige somatoforme Störungen;F45.8;1;1;0
F459;Somatoforme Störung, nicht näher bezeichnet;F45.9;1;1;0
F480;Neurasthenie;F48.0;1;1;0
F481;Depersonalisations- und Derealisationssyndrom;F48.1;1;1;0
F500;Anorexia nervosa;F50.0;1;1;0
F501;Atypische Anorexia nervosa;F50.1;1;1;0
F502;Bulimia nervosa;F50.2;1;1;0
F503;Atypische Bulimia nervosa;F50.3;1;1;0
F504;Essattacken bei anderen psychischen Störungen;F50.4;1;1;0
F505;Erbrechen bei anderen psychischen Störungen;F50.5;0;1;0
F508;Sonstige Essstörungen;F50.8;1;1;0
F509;Essstörung, nicht näher bezeichnet;F50.9;1;1;0
F510;Nichtorganische Insomnie;F51.0;1;1;0
F511;Nichtorganische Hypersomnie;F51.1;1;1;0
F512;Nichtorganische Störung des Schlaf-Wach-Rhythmus;F51.2;0;1;0
F515;Alpträume [Angstträume];F51.5;0;1;0
F518;Sonstige nichtorganische Schlafstörungen;F51.8;0;1;0
F519;Nichtorganische Schlafstörung, nicht näher bezeichnet;F51.9;0;1;0
F522;Versagen genitaler Reaktionen;F52.2;0;1;0
F527;Gesteigertes sexuelles Verlangen;F52.7;0;1;0
F528;Sonstige sexuelle Funktionsstörungen, nicht verursacht durch eine organische Störung oder Krankheit;F52.8;0;1;0
F530;Leichte psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert;F53.0;1;1;0
F531;Schwere psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert;F53.1;1;1;0
F538;Sonstige psychische und Verhaltensstörungen im Wochenbett, anderenorts nicht klassifiziert;F53.8;0;1;0
F54;Psychologische Faktoren oder Verhaltensfaktoren bei anderenorts klassifizierten Krankheiten;F54;1;1;0
F550;Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen: Antidepressiva;F55.0;0;1;0
F551;Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen: Laxanzien;F55.1;0;1;0
F552;Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen: Analgetika;F55.2;1;1;0
F558;Schädlicher Gebrauch von nichtabhängigkeitserzeugenden Substanzen: Sonstige Substanzen;F55.8;0;1;0
F600;Paranoide Persönlichkeitsstörung;F60.0;1;1;0
F601;Schizoide Persönlichkeitsstörung;F60.1;1;1;0
F602;Dissoziale Persönlichkeitsstörung;F60.2;1;1;0
F6030;Emotional instabile Persönlichkeitsstörung: Impulsiver Typ;F60.30;1;1;0
F6031;Emotional instabile Persönlichkeitsstörung: Borderline-Typ;F60.31;1;1;0
F604;Histrionische Persönlichkeitsstörung;F60.4;1;1;0
F605;Anankastische [zwanghafte] Persönlichkeitsstörung;F60.5;1;1;0
F606;Ängstliche (vermeidende) Persönlichkeitsstörung;F60.6;1;1;0
F607;Abhängige (asthenische) Persönlichkeitsstörung;F60.7;1;1;0
F608;Sonstige spezifische Persönlichkeitsstörungen;F60.8;1;1;0
F609;Persönlichkeitsstörung, nicht näher bezeichnet;F60.9;1;1;0
F61;Kombinierte und andere Persönlichkeitsstörungen;F61;1;1;0
F620;Andauernde Persönlichkeitsänderung nach Extrembelastung;F62.0;1;1;0
F621;Andauernde Persönlichkeitsänderung nach psychischer Krankheit;F62.1;0;1;0
F6280;Andauernde Persönlichkeitsänderung bei chronischem Schmerzsyndrom;F62.80;0;1;0
F630;Pathologisches Spielen;F63.0;1;1;0
F632;Pathologisches Stehlen [Kleptomanie];F63.2;0;1;0
F633;Trichotillomanie;F63.3;0;1;0
F638;Sonstige abnorme Gewohnheiten und Störungen der Impulskontrolle;F63.8;1;1;0
F639;Abnorme Gewohnheit und Störung der Impulskontrolle, nicht näher bezeichnet;F63.9;1;1;0
F640;Transsexualismus;F64.0;0;1;0
F654;Pädophilie;F65.4;1;1;0
F658;Sonstige Störungen der Sexualpräferenz;F65.8;0;1;0
F659;Störung der Sexualpräferenz, nicht näher bezeichnet;F65.9;0;1;0
F668;Sonstige psychische und Verhaltensstörungen in Verbindung mit der sexuellen Entwicklung und Orientierung;F66.8;0;1;0
F681;Artifizielle Störung [absichtliches Erzeugen oder Vortäuschen von körperlichen oder psychischen Symptomen oder Behinderungen];F68.1;0;1;0
F688;Sonstige näher bezeichnete Persönlichkeits- und Verhaltensstörungen;F68.8;0;1;0
F69;Nicht näher bezeichnete Persönlichkeits- und Verhaltensstörung;F69;1;1;0
F700;Leichte Intelligenzminderung: Keine oder geringfügige Verhaltensstörung;F70.0;1;1;0
F701;Leichte Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert;F70.1;1;1;0
F708;Leichte Intelligenzminderung: Sonstige Verhaltensstörung;F70.8;1;1;0
F709;Leichte Intelligenzminderung: Ohne Angabe einer Verhaltensstörung;F70.9;1;1;0
F710;Mittelgradige Intelligenzminderung: Keine oder geringfügige Verhaltensstörung;F71.0;1;1;0
F711;Mittelgradige Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert;F71.1;1;1;0
F718;Mittelgradige Intelligenzminderung: Sonstige Verhaltensstörung;F71.8;1;1;0
F719;Mittelgradige Intelligenzminderung: Ohne Angabe einer Verhaltensstörung;F71.9;0;1;0
F721;Schwere Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert;F72.1;1;1;0
F731;Schwerste Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert;F73.1;1;0;0
F740;Dissoziierte Intelligenz: Keine oder geringfügige Verhaltensstörung;F74.0;0;1;0
F741;Dissoziierte Intelligenz: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert;F74.1;0;1;0
F749;Dissoziierte Intelligenz: Ohne Angabe einer Verhaltensstörung;F74.9;0;1;0
F781;Andere Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert;F78.1;1;1;0
F788;Andere Intelligenzminderung: Sonstige Verhaltensstörung;F78.8;0;1;0
F790;Nicht näher bezeichnete Intelligenzminderung: Keine oder geringfügige Verhaltensstörung;F79.0;0;1;0
F791;Nicht näher bezeichnete Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert;F79.1;1;1;0
F798;Nicht näher bezeichnete Intelligenzminderung: Sonstige Verhaltensstörung;F79.8;0;1;0
F799;Nicht näher bezeichnete Intelligenzminderung: Ohne Angabe einer Verhaltensstörung;F79.9;1;1;0
F800;Artikulationsstörung;F80.0;0;1;0
F801;Expressive Sprachstörung;F80.1;0;1;0
F8020;Auditive Verarbeitungs- und Wahrnehmungsstörung [AVWS];F80.20;0;1;0
F8028;Sonstige rezeptive Sprachstörung;F80.28;0;1;0
F808;Sonstige Entwicklungsstörungen des Sprechens oder der Sprache;F80.8;0;1;0
F809;Entwicklungsstörung des Sprechens oder der Sprache, nicht näher bezeichnet;F80.9;0;1;0
F810;Lese- und Rechtschreibstörung;F81.0;0;1;0
F811;Isolierte Rechtschreibstörung;F81.1;0;1;0
F812;Rechenstörung;F81.2;0;1;0
F813;Kombinierte Störungen schulischer Fertigkeiten;F81.3;0;1;0
F818;Sonstige Entwicklungsstörungen schulischer Fertigkeiten;F81.8;0;1;0
F819;Entwicklungsstörung schulischer Fertigkeiten, nicht näher bezeichnet;F81.9;0;1;0
F820;Umschriebene Entwicklungsstörung der Grobmotorik;F82.0;0;1;0
F821;Umschriebene Entwicklungsstörung der Fein- und Graphomotorik;F82.1;0;1;0
F829;Umschriebene Entwicklungsstörung der motorischen Funktionen, nicht näher bezeichnet;F82.9;0;1;0
F83;Kombinierte umschriebene Entwicklungsstörungen;F83;0;1;0
F840;Frühkindlicher Autismus;F84.0;1;1;0
F841;Atypischer Autismus;F84.1;1;1;0
F845;Asperger-Syndrom;F84.5;1;1;0
F848;Sonstige tief greifende Entwicklungsstörungen;F84.8;0;1;0
F849;Tief greifende Entwicklungsstörung, nicht näher bezeichnet;F84.9;1;0;0
F88;Andere Entwicklungsstörungen;F88;0;1;0
F89;Nicht näher bezeichnete Entwicklungsstörung;F89;0;1;0
F900;Einfache Aktivitäts- und Aufmerksamkeitsstörung;F90.0;1;1;0
F901;Hyperkinetische Störung des Sozialverhaltens;F90.1;1;1;0
F908;Sonstige hyperkinetische Störungen;F90.8;0;1;0
F909;Hyperkinetische Störung, nicht näher bezeichnet;F90.9;0;1;0
F910;Auf den familiären Rahmen beschränkte Störung des Sozialverhaltens;F91.0;1;1;0
F911;Störung des Sozialverhaltens bei fehlenden sozialen Bindungen;F91.1;1;1;0
F912;Störung des Sozialverhaltens bei vorhandenen sozialen Bindungen;F91.2;1;1;0
F913;Störung des Sozialverhaltens mit oppositionellem, aufsässigem Verhalten;F91.3;1;1;0
F918;Sonstige Störungen des Sozialverhaltens;F91.8;1;1;0
F919;Störung des Sozialverhaltens, nicht näher bezeichnet;F91.9;1;1;0
F920;Störung des Sozialverhaltens mit depressiver Störung;F92.0;1;1;0
F928;Sonstige kombinierte Störung des Sozialverhaltens und der Emotionen;F92.8;1;1;0
F929;Kombinierte Störung des Sozialverhaltens und der Emotionen, nicht näher bezeichnet;F92.9;1;1;0
F930;Emotionale Störung mit Trennungsangst des Kindesalters;F93.0;1;1;0
F931;Phobische Störung des Kindesalters;F93.1;1;1;0
F932;Störung mit sozialer Ängstlichkeit des Kindesalters;F93.2;1;1;0
F933;Emotionale Störung mit Geschwisterrivalität;F93.3;1;1;0
F938;Sonstige emotionale Störungen des Kindesalters;F93.8;1;1;0
F939;Emotionale Störung des Kindesalters, nicht näher bezeichnet;F93.9;1;1;0
F940;Elektiver Mutismus;F94.0;1;1;0
F941;Reaktive Bindungsstörung des Kindesalters;F94.1;1;1;0
F942;Bindungsstörung des Kindesalters mit Enthemmung;F94.2;1;1;0
F948;Sonstige Störungen sozialer Funktionen mit Beginn in der Kindheit;F94.8;1;1;0
F950;Vorübergehende Ticstörung;F95.0;0;1;0
F951;Chronische motorische oder vokale Ticstörung;F95.1;0;1;0
F952;Kombinierte vokale und multiple motorische Tics [Tourette-Syndrom];F95.2;1;1;0
F958;Sonstige Ticstörungen;F95.8;0;1;0
F959;Ticstörung, nicht näher bezeichnet;F95.9;0;1;0
F980;Nichtorganische Enuresis;F98.0;1;1;0
F981;Nichtorganische Enkopresis;F98.1;1;1;0
F982;Fütterstörung im frühen Kindesalter;F98.2;1;1;0
F985;Stottern [Stammeln];F98.5;0;1;0
F988;Sonstige näher bezeichnete Verhaltens- und emotionale Störungen mit Beginn in der Kindheit und Jugend;F98.8;0;1;0
F989;Nicht näher bezeichnete Verhaltens- oder emotionale Störungen mit Beginn in der Kindheit und Jugend;F98.9;0;1;0
F99;Psychische Störung ohne nähere Angabe;F99;0;1;0
G049;Enzephalitis, Myelitis und Enzephalomyelitis, nicht näher bezeichnet;G04.9;0;1;0
G09;Folgen entzündlicher Krankheiten des Zentralnervensystems;G09;0;1;0
G10;Chorea Huntington;G10;1;1;0
G122;Motoneuron-Krankheit;G12.2;0;1;0
G2000;Primäres Parkinson-Syndrom mit fehlender oder geringer Beeinträchtigung: Ohne Wirkungsfluktuation;G20.00;1;1;0
G2001;Primäres Parkinson-Syndrom mit fehlender oder geringer Beeinträchtigung: Mit Wirkungsfluktuation;G20.01;1;1;0
G2010;Primäres Parkinson-Syndrom mit mäßiger bis schwerer Beeinträchtigung: Ohne Wirkungsfluktuation;G20.10;1;1;0
G2011;Primäres Parkinson-Syndrom mit mäßiger bis schwerer Beeinträchtigung: Mit Wirkungsfluktuation;G20.11;1;1;0
G2020;Primäres Parkinson-Syndrom mit schwerster Beeinträchtigung: Ohne Wirkungsfluktuation;G20.20;0;1;0
G2021;Primäres Parkinson-Syndrom mit schwerster Beeinträchtigung: Mit Wirkungsfluktuation;G20.21;1;1;0
G2090;Primäres Parkinson-Syndrom, nicht näher bezeichnet: Ohne Wirkungsfluktuation;G20.90;1;1;0
G2091;Primäres Parkinson-Syndrom, nicht näher bezeichnet: Mit Wirkungsfluktuation;G20.91;0;1;0
G210;Malignes Neuroleptika-Syndrom;G21.0;0;1;0
G211;Sonstiges arzneimittelinduziertes Parkinson-Syndrom;G21.1;1;1;0
G214;Vaskuläres Parkinson-Syndrom;G21.4;0;1;0
G218;Sonstiges sekundäres Parkinson-Syndrom;G21.8;0;1;0
G219;Sekundäres Parkinson-Syndrom, nicht näher bezeichnet;G21.9;0;1;0
G231;Progressive supranukleäre Ophthalmoplegie [Steele-Richardson-Olszewski-Syndrom];G23.1;0;1;0
G238;Sonstige näher bezeichnete degenerative Krankheiten der Basalganglien;G23.8;0;1;0
G240;Arzneimittelinduzierte Dystonie;G24.0;0;1;0
G243;Torticollis spasticus;G24.3;0;1;0
G244;Idiopathische orofaziale Dystonie;G24.4;0;1;0
G248;Sonstige Dystonie;G24.8;0;1;0
G249;Dystonie, nicht näher bezeichnet;G24.9;0;1;0
G250;Essentieller Tremor;G25.0;0;1;0
G251;Arzneimittelinduzierter Tremor;G25.1;0;1;0
G252;Sonstige näher bezeichnete Tremorformen;G25.2;0;1;0
G253;Myoklonus;G25.3;0;1;0
G2580;Periodische Beinbewegungen im Schlaf;G25.80;0;1;0
G2581;Syndrom der unruhigen Beine [Restless-Legs-Syndrom];G25.81;0;1;0
G2588;Sonstige näher bezeichnete extrapyramidale Krankheiten und Bewegungsstörungen;G25.88;0;1;0
G259;Extrapyramidale Krankheit oder Bewegungsstörung, nicht näher bezeichnet;G25.9;0;1;0
G300;Alzheimer-Krankheit mit frühem Beginn;G30.0;1;1;0
G301;Alzheimer-Krankheit mit spätem Beginn;G30.1;1;1;0
G308;Sonstige Alzheimer-Krankheit;G30.8;1;1;0
G309;Alzheimer-Krankheit, nicht näher bezeichnet;G30.9;1;1;0
G310;Umschriebene Hirnatrophie;G31.0;1;1;0
G311;Senile Degeneration des Gehirns, anderenorts nicht klassifiziert;G31.1;0;1;0
G312;Degeneration des Nervensystems durch Alkohol;G31.2;0;1;0
G3182;Lewy-Körper-Demenz;G31.82;1;1;0
G319;Degenerative Krankheit des Nervensystems, nicht näher bezeichnet;G31.9;0;1;0
G328;Sonstige näher bezeichnete degenerative Krankheiten des Nervensystems bei anderenorts klassifizierten Krankheiten;G32.8;0;1;0
G350;Erstmanifestation einer multiplen Sklerose;G35.0;0;1;0
G3510;Multiple Sklerose mit vorherrschend schubförmigem Verlauf: Ohne Angabe einer akuten Exazerbation oder Progression;G35.10;0;1;0
G3511;Multiple Sklerose mit vorherrschend schubförmigem Verlauf: Mit Angabe einer akuten Exazerbation oder Progression;G35.11;0;1;0
G3520;Multiple Sklerose mit primär-chronischem Verlauf: Ohne Angabe einer akuten Exazerbation oder Progression;G35.20;0;1;0
G3530;Multiple Sklerose mit sekundär-chronischem Verlauf: Ohne Angabe einer akuten Exazerbation oder Progression;G35.30;0;1;0
G3531;Multiple Sklerose mit sekundär-chronischem Verlauf: Mit Angabe einer akuten Exazerbation oder Progression;G35.31;0;1;0
G359;Multiple Sklerose, nicht näher bezeichnet;G35.9;0;1;0
G372;Zentrale pontine Myelinolyse;G37.2;0;1;0
