IC_Code;IC_Text;IC_CodeF;IC_ANZHDI;IC_ANZNDI;IC_AnzProzI
580070;Offen chirurgische Revision eines Gelenkes: Entfernung periartikulärer Verkalkungen: Humeroglenoidalgelenk;5-800.70;0;0;1
580071;Offen chirurgische Revision eines Gelenkes: Entfernung periartikulärer Verkalkungen: Akromioklavikulargelenk;5-800.71;0;0;1
580074;Offen chirurgische Revision eines Gelenkes: Entfernung periartikulärer Verkalkungen: Humeroulnargelenk;5-800.74;0;0;1
580075;Offen chirurgische Revision eines Gelenkes: Entfernung periartikulärer Verkalkungen: Proximales Radioulnargelenk;5-800.75;0;0;1
58007g;Offen chirurgische Revision eines Gelenkes: Entfernung periartikulärer Verkalkungen: Hüftgelenk;5-800.7g;0;0;1
58007h;Offen chirurgische Revision eines Gelenkes: Entfernung periartikulärer Verkalkungen: Kniegelenk;5-800.7h;0;0;1
58007k;Offen chirurgische Revision eines Gelenkes: Entfernung periartikulärer Verkalkungen: Oberes Sprunggelenk;5-800.7k;0;0;1
580080;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Humeroglenoidalgelenk;5-800.80;0;0;1
580084;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Humeroulnargelenk;5-800.84;0;0;1
580085;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Proximales Radioulnargelenk;5-800.85;0;0;1
580087;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Handgelenk n.n.bez.;5-800.87;0;0;1
58008g;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Hüftgelenk;5-800.8g;0;0;1
58008h;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Kniegelenk;5-800.8h;0;0;1
58008k;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Oberes Sprunggelenk;5-800.8k;0;0;1
58008m;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Unteres Sprunggelenk;5-800.8m;0;0;1
58008n;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Tarsalgelenk;5-800.8n;0;0;1
58008q;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Metatarsophalangealgelenk;5-800.8q;0;0;1
58008r;Offen chirurgische Revision eines Gelenkes: Entfernung freier Gelenkkörper: Zehengelenk;5-800.8r;0;0;1
580097;Offen chirurgische Revision eines Gelenkes: Zystenexstirpation: Handgelenk n.n.bez.;5-800.97;0;0;1
58009g;Offen chirurgische Revision eines Gelenkes: Zystenexstirpation: Hüftgelenk;5-800.9g;0;0;1
58009h;Offen chirurgische Revision eines Gelenkes: Zystenexstirpation: Kniegelenk;5-800.9h;0;0;1
58009j;Offen chirurgische Revision eines Gelenkes: Zystenexstirpation: Proximales Tibiofibulargelenk;5-800.9j;0;0;1
58009k;Offen chirurgische Revision eines Gelenkes: Zystenexstirpation: Oberes Sprunggelenk;5-800.9k;0;0;1
58009m;Offen chirurgische Revision eines Gelenkes: Zystenexstirpation: Unteres Sprunggelenk;5-800.9m;0;0;1
58009r;Offen chirurgische Revision eines Gelenkes: Zystenexstirpation: Zehengelenk;5-800.9r;0;0;1
58009x;Offen chirurgische Revision eines Gelenkes: Zystenexstirpation: Sonstige;5-800.9x;0;0;1
5800a0;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Humeroglenoidalgelenk;5-800.a0;0;0;1
5800a1;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Akromioklavikulargelenk;5-800.a1;0;0;1
5800a3;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Sternoklavikulargelenk;5-800.a3;0;0;1
5800a4;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Humeroulnargelenk;5-800.a4;0;0;1
5800a7;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Handgelenk n.n.bez.;5-800.a7;0;0;1
5800ag;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Hüftgelenk;5-800.ag;0;0;1
5800ah;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Kniegelenk;5-800.ah;0;0;1
5800ak;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Oberes Sprunggelenk;5-800.ak;0;0;1
5800am;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Unteres Sprunggelenk;5-800.am;0;0;1
5800aq;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Metatarsophalangealgelenk;5-800.aq;0;0;1
5800ar;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Zehengelenk;5-800.ar;0;0;1
5800ax;Offen chirurgische Revision eines Gelenkes: Einlegen eines Medikamententrägers: Sonstige;5-800.ax;0;0;1
5800b0;Offen chirurgische Revision eines Gelenkes: Entfernen eines Medikamententrägers: Humeroglenoidalgelenk;5-800.b0;0;0;1
5800bg;Offen chirurgische Revision eines Gelenkes: Entfernen eines Medikamententrägers: Hüftgelenk;5-800.bg;0;0;1
5800bh;Offen chirurgische Revision eines Gelenkes: Entfernen eines Medikamententrägers: Kniegelenk;5-800.bh;0;0;1
5800c0;Offen chirurgische Revision eines Gelenkes: Resektion von Bandanteilen und Bandresten: Humeroglenoidalgelenk;5-800.c0;0;0;1
5800c1;Offen chirurgische Revision eines Gelenkes: Resektion von Bandanteilen und Bandresten: Akromioklavikulargelenk;5-800.c1;0;0;1
5800cg;Offen chirurgische Revision eines Gelenkes: Resektion von Bandanteilen und Bandresten: Hüftgelenk;5-800.cg;0;0;1
5800ch;Offen chirurgische Revision eines Gelenkes: Resektion von Bandanteilen und Bandresten: Kniegelenk;5-800.ch;0;0;1
5800ck;Offen chirurgische Revision eines Gelenkes: Resektion von Bandanteilen und Bandresten: Oberes Sprunggelenk;5-800.ck;0;0;1
5800x1;Offen chirurgische Revision eines Gelenkes: Sonstige: Akromioklavikulargelenk;5-800.x1;0;0;1
5800xg;Offen chirurgische Revision eines Gelenkes: Sonstige: Hüftgelenk;5-800.xg;0;0;1
5800xh;Offen chirurgische Revision eines Gelenkes: Sonstige: Kniegelenk;5-800.xh;0;0;1
5800xk;Offen chirurgische Revision eines Gelenkes: Sonstige: Oberes Sprunggelenk;5-800.xk;0;0;1
5800xr;Offen chirurgische Revision eines Gelenkes: Sonstige: Zehengelenk;5-800.xr;0;0;1
580101;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Exzision von erkranktem Gewebe am Gelenkknorpel: Akromioklavikulargelenk;5-801.01;0;0;1
580104;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Exzision von erkranktem Gewebe am Gelenkknorpel: Humeroulnargelenk;5-801.04;0;0;1
58010g;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Exzision von erkranktem Gewebe am Gelenkknorpel: Hüftgelenk;5-801.0g;0;0;1
58010h;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Exzision von erkranktem Gewebe am Gelenkknorpel: Kniegelenk;5-801.0h;0;0;1
58010k;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Exzision von erkranktem Gewebe am Gelenkknorpel: Oberes Sprunggelenk;5-801.0k;0;0;1
58010m;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Exzision von erkranktem Gewebe am Gelenkknorpel: Unteres Sprunggelenk;5-801.0m;0;0;1
58010q;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Exzision von erkranktem Gewebe am Gelenkknorpel: Metatarsophalangealgelenk;5-801.0q;0;0;1
58010r;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Exzision von erkranktem Gewebe am Gelenkknorpel: Zehengelenk;5-801.0r;0;0;1
580134;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Refixation eines osteochondralen Fragmentes: Humeroulnargelenk;5-801.34;0;0;1
580135;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Refixation eines osteochondralen Fragmentes: Proximales Radioulnargelenk;5-801.35;0;0;1
58013h;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Refixation eines osteochondralen Fragmentes: Kniegelenk;5-801.3h;0;0;1
58013k;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Refixation eines osteochondralen Fragmentes: Oberes Sprunggelenk;5-801.3k;0;0;1
580140;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Spongiosaplastik mit Fragmentfixation: Humeroglenoidalgelenk;5-801.40;0;0;1
580144;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Spongiosaplastik mit Fragmentfixation: Humeroulnargelenk;5-801.44;0;0;1
58014g;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Spongiosaplastik mit Fragmentfixation: Hüftgelenk;5-801.4g;0;0;1
58014h;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Spongiosaplastik mit Fragmentfixation: Kniegelenk;5-801.4h;0;0;1
58014k;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Spongiosaplastik mit Fragmentfixation: Oberes Sprunggelenk;5-801.4k;0;0;1
58014p;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Spongiosaplastik mit Fragmentfixation: Tarsometatarsalgelenk;5-801.4p;0;0;1
58015;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Meniskusresektion, partiell;5-801.5;0;0;1
58016;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Meniskusresektion, komplett;5-801.6;0;0;1
58017;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Meniskusrefixation;5-801.7;0;0;1
58018;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Exzision eines Meniskusganglions;5-801.8;0;0;1
58019;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Meniskustransplantation;5-801.9;0;0;1
5801ah;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Entnahme eines Knorpeltransplantates: Kniegelenk;5-801.ah;0;0;1
5801bh;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Knorpeltransplantation: Kniegelenk;5-801.bh;0;0;1
5801ch;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Implantation von in-vitro hergestellten Gewebekulturen: Kniegelenk;5-801.ch;0;0;1
5801e;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Implantation eines künstlichen Meniskus;5-801.e;0;0;1
5801g0;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Knorpelglättung, mechanisch (Chondroplastik): Humeroglenoidalgelenk;5-801.g0;0;0;1
5801g1;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Knorpelglättung, mechanisch (Chondroplastik): Akromioklavikulargelenk;5-801.g1;0;0;1
5801gg;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Knorpelglättung, mechanisch (Chondroplastik): Hüftgelenk;5-801.gg;0;0;1
5801gh;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Knorpelglättung, mechanisch (Chondroplastik): Kniegelenk;5-801.gh;0;0;1
5801gk;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Knorpelglättung, mechanisch (Chondroplastik): Oberes Sprunggelenk;5-801.gk;0;0;1
5801h0;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Humeroglenoidalgelenk;5-801.h0;0;0;1
5801h1;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Akromioklavikulargelenk;5-801.h1;0;0;1
5801h4;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Humeroulnargelenk;5-801.h4;0;0;1
5801hg;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Hüftgelenk;5-801.hg;0;0;1
5801hh;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Kniegelenk;5-801.hh;0;0;1
5801hk;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Oberes Sprunggelenk;5-801.hk;0;0;1
5801hm;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Unteres Sprunggelenk;5-801.hm;0;0;1
5801hn;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Tarsalgelenk;5-801.hn;0;0;1
5801hp;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Tarsometatarsalgelenk;5-801.hp;0;0;1
5801hq;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Metatarsophalangealgelenk;5-801.hq;0;0;1
5801hr;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Zehengelenk;5-801.hr;0;0;1
5801kh;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Autogene matrixinduzierte Chondrozytentransplantation: Kniegelenk;5-801.kh;0;0;1
5801kk;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Autogene matrixinduzierte Chondrozytentransplantation: Oberes Sprunggelenk;5-801.kk;0;0;1
5801n1;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung mit Einbringen eines azellulären Implantates: Akromioklavikulargelenk;5-801.n1;0;0;1
5801nh;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung mit Einbringen eines azellulären Implantates: Kniegelenk;5-801.nh;0;0;1
5801nk;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung mit Einbringen eines azellulären Implantates: Oberes Sprunggelenk;5-801.nk;0;0;1
5801xg;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Sonstige: Hüftgelenk;5-801.xg;0;0;1
5801xh;Offen chirurgische Operation am Gelenkknorpel und an den Menisken: Sonstige: Kniegelenk;5-801.xh;0;0;1
58020;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Naht eines vorderen Kreuzbandes;5-802.0;0;0;1
58021;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Naht eines hinteren Kreuzbandes;5-802.1;0;0;1
58022;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Knöcherne Refixation eines vorderen Kreuzbandes;5-802.2;0;0;1
58023;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Knöcherne Refixation eines hinteren Kreuzbandes;5-802.3;0;0;1
58024;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Naht des medialen Kapselbandapparates;5-802.4;0;0;1
58025;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Naht des medialen Kapselbandapparates mit Eingriff am Meniskus;5-802.5;0;0;1
58026;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Naht des lateralen Kapselbandapparates;5-802.6;0;0;1
58027;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Naht des lateralen Kapselbandapparates mit Eingriff am Meniskus;5-802.7;0;0;1
58028;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Kombinierte Rekonstruktion;5-802.8;0;0;1
58029;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Naht des dorsalen Kapselbandapparates;5-802.9;0;0;1
5802x;Offen chirurgische Refixation und Naht am Kapselbandapparat des Kniegelenkes: Sonstige;5-802.x;0;0;1
58030;Offen chirurgische Bandplastik am Kniegelenk: Vorderes Kreuzband mit autogener Patellarsehne;5-803.0;0;0;1
58031;Offen chirurgische Bandplastik am Kniegelenk: Vorderes Kreuzband mit sonstiger autogener Sehne;5-803.1;0;0;1
58036;Offen chirurgische Bandplastik am Kniegelenk: Medialer Bandapparat;5-803.6;0;0;1
58037;Offen chirurgische Bandplastik am Kniegelenk: Lateraler Bandapparat;5-803.7;0;0;1
58038;Offen chirurgische Bandplastik am Kniegelenk: Kombinierte Bandplastik;5-803.8;0;0;1
58039;Offen chirurgische Bandplastik am Kniegelenk: Dorsomedialer Bandapparat;5-803.9;0;0;1
5803a;Offen chirurgische Bandplastik am Kniegelenk: Dorsolateraler Bandapparat;5-803.a;0;0;1
5803x;Offen chirurgische Bandplastik am Kniegelenk: Sonstige;5-803.x;0;0;1
58040;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Retinakulumspaltung, lateral;5-804.0;0;0;1
58041;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Retinakulumspaltung, lateral mit Zügelungsoperation;5-804.1;0;0;1
58042;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Verlagerung des Patellarsehnenansatzes (z.B. nach Bandi, Elmslie);5-804.2;0;0;1
58043;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Verlagerung des Patellarsehnenansatzes mit Knochenspan;5-804.3;0;0;1
58044;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Patellaosteotomie;5-804.4;0;0;1
58045;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Teilresektion der Patella;5-804.5;0;0;1
58046;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Patellektomie;5-804.6;0;0;1
5804x;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Sonstige;5-804.x;0;0;1
58050;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Refixation des Limbus (z.B. nach Bankart);5-805.0;0;0;1
58051;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Refixation eines knöchernen Limbusabrisses;5-805.1;0;0;1
58052;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Vordere Pfannenrandplastik;5-805.2;0;0;1
58054;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Vordere Kapselplastik;5-805.4;0;0;1
58055;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Hintere Kapselplastik;5-805.5;0;0;1
58056;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Akromioplastik mit Durchtrennung des Ligamentum coracoacromiale;5-805.6;0;0;1
58057;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Rekonstruktion der Rotatorenmanschette durch Naht;5-805.7;0;0;1
58058;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Rekonstruktion der Rotatorenmanschette durch Sehnenverlagerung;5-805.8;0;0;1
58059;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Rekonstruktion der Rotatorenmanschette durch Transplantat;5-805.9;0;0;1
5805a;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Rekonstruktion der Rotatorenmanschette durch Implantat;5-805.a;0;0;1
5805x;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Sonstige;5-805.x;0;0;1
58060;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Naht eines fibularen Bandes;5-806.0;0;0;1
58061;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Naht mehrerer fibularer Bänder;5-806.1;0;0;1
58062;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Naht des fibularen und medialen Bandapparates;5-806.2;0;0;1
58063;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Naht der Syndesmose;5-806.3;0;0;1
58064;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Bandplastik des fibularen Bandapparates mit autogener Sehne;5-806.4;0;0;1
58065;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Bandplastik des fibularen Bandapparates mit Periostlappen;5-806.5;0;0;1
58067;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Fesselung der Peronealsehnen;5-806.7;0;0;1
5806x;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Sonstige;5-806.x;0;0;1
5806y;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: N.n.bez.;5-806.y;0;0;1
58070;Offen chirurgische Refixation am Kapselbandapparat anderer Gelenke: Naht eines Kapsel- oder Kollateralbandes;5-807.0;0;0;1
58071;Offen chirurgische Refixation am Kapselbandapparat anderer Gelenke: Naht mehrerer Kapsel- oder Kollateralbänder;5-807.1;0;0;1
58072;Offen chirurgische Refixation am Kapselbandapparat anderer Gelenke: Naht des radioulnaren Ringbandes;5-807.2;0;0;1
580731;Offen chirurgische Refixation am Kapselbandapparat anderer Gelenke: Naht des distalen radioulnaren Bandapparates: Naht mit Stabilisierung des distalen radioulnaren Bandapparates;5-807.31;0;0;1
58074;Offen chirurgische Refixation am Kapselbandapparat anderer Gelenke: Naht des Bandapparates der Klavikula;5-807.4;0;0;1
58075;Offen chirurgische Refixation am Kapselbandapparat anderer Gelenke: Naht des Bandapparates der Klavikula mit Plattenstabilisierung;5-807.5;0;0;1
58076;Offen chirurgische Refixation am Kapselbandapparat anderer Gelenke: Naht des Bandapparates der Klavikula mit Schrauben- oder Drahtfixation;5-807.6;0;0;1
5807x;Offen chirurgische Refixation am Kapselbandapparat anderer Gelenke: Sonstige;5-807.x;0;0;1
58080;Arthrodese: Iliosakralgelenk;5-808.0;0;0;1
58081;Arthrodese: Symphyse;5-808.1;0;0;1
58083;Arthrodese: Kniegelenk;5-808.3;0;0;1
58084;Arthrodese: Schultergelenk;5-808.4;0;0;1
58085;Arthrodese: Ellenbogengelenk;5-808.5;0;0;1
58086;Arthrodese: Handgelenk;5-808.6;0;0;1
580870;Arthrodese: Oberes Sprunggelenk: Ohne weiteres Gelenk;5-808.70;0;0;1
580871;Arthrodese: Oberes Sprunggelenk: Mit unterem Sprunggelenk;5-808.71;0;0;1
580872;Arthrodese: Oberes Sprunggelenk: Mit unterem Sprunggelenk und Chopartgelenk;5-808.72;0;0;1
580880;Arthrodese: Unteres Sprunggelenk: Eine Sprunggelenkskammer;5-808.80;0;0;1
580881;Arthrodese: Unteres Sprunggelenk: Zwei Sprunggelenkskammern;5-808.81;0;0;1
580882;Arthrodese: Unteres Sprunggelenk: Drei Sprunggelenkskammern;5-808.82;0;0;1
5808a0;Arthrodese: Fußwurzel und Mittelfuß: Ein oder zwei Gelenkfächer;5-808.a0;0;0;1
5808a1;Arthrodese: Fußwurzel und Mittelfuß: Drei und mehr Gelenkfächer;5-808.a1;0;0;1
5808b0;Arthrodese: Zehengelenk: Großzehengrundgelenk;5-808.b0;0;0;1
5808b1;Arthrodese: Zehengelenk: Großzehenendgelenk;5-808.b1;0;0;1
5808b2;Arthrodese: Zehengelenk: Kleinzehengelenk, 1 Gelenk;5-808.b2;0;0;1
5808b3;Arthrodese: Zehengelenk: Kleinzehengelenk, 2 Gelenke;5-808.b3;0;0;1
5808b4;Arthrodese: Zehengelenk: Kleinzehengelenk, 3 Gelenke;5-808.b4;0;0;1
5808b5;Arthrodese: Zehengelenk: Kleinzehengelenk, 4 Gelenke;5-808.b5;0;0;1
5808b6;Arthrodese: Zehengelenk: Kleinzehengelenk, 5 und mehr Gelenke;5-808.b6;0;0;1
5808bx;Arthrodese: Zehengelenk: Sonstige;5-808.bx;0;0;1
5808x;Arthrodese: Sonstige;5-808.x;0;0;1
58090h;Andere offen chirurgische Gelenkoperationen: Durchtrennung eines Bandes: Kniegelenk;5-809.0h;0;0;1
58090k;Andere offen chirurgische Gelenkoperationen: Durchtrennung eines Bandes: Oberes Sprunggelenk;5-809.0k;0;0;1
58090q;Andere offen chirurgische Gelenkoperationen: Durchtrennung eines Bandes: Metatarsophalangealgelenk;5-809.0q;0;0;1
58091m;Andere offen chirurgische Gelenkoperationen: Arthrorise: Unteres Sprunggelenk;5-809.1m;0;0;1
58091n;Andere offen chirurgische Gelenkoperationen: Arthrorise: Tarsalgelenk;5-809.1n;0;0;1
58091r;Andere offen chirurgische Gelenkoperationen: Arthrorise: Zehengelenk;5-809.1r;0;0;1
580921;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Akromioklavikulargelenk;5-809.21;0;0;1
580924;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Humeroulnargelenk;5-809.24;0;0;1
580926;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Distales Radioulnargelenk;5-809.26;0;0;1
580927;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Handgelenk n.n.bez.;5-809.27;0;0;1
58092h;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Kniegelenk;5-809.2h;0;0;1
58092k;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Oberes Sprunggelenk;5-809.2k;0;0;1
58092m;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Unteres Sprunggelenk;5-809.2m;0;0;1
58092n;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Tarsalgelenk;5-809.2n;0;0;1
58092p;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Tarsometatarsalgelenk;5-809.2p;0;0;1
58092q;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Metatarsophalangealgelenk;5-809.2q;0;0;1
58092r;Andere offen chirurgische Gelenkoperationen: Temporäre Fixation eines Gelenkes: Zehengelenk;5-809.2r;0;0;1
5809x1;Andere offen chirurgische Gelenkoperationen: Sonstige: Akromioklavikulargelenk;5-809.x1;0;0;1
5809xg;Andere offen chirurgische Gelenkoperationen: Sonstige: Hüftgelenk;5-809.xg;0;0;1
5809xh;Andere offen chirurgische Gelenkoperationen: Sonstige: Kniegelenk;5-809.xh;0;0;1
5809xk;Andere offen chirurgische Gelenkoperationen: Sonstige: Oberes Sprunggelenk;5-809.xk;0;0;1
5809xq;Andere offen chirurgische Gelenkoperationen: Sonstige: Metatarsophalangealgelenk;5-809.xq;0;0;1
5809xr;Andere offen chirurgische Gelenkoperationen: Sonstige: Zehengelenk;5-809.xr;0;0;1
581000;Arthroskopische Gelenkrevision: Gelenkspülung mit Drainage, aseptisch: Humeroglenoidalgelenk;5-810.00;0;0;1
581001;Arthroskopische Gelenkrevision: Gelenkspülung mit Drainage, aseptisch: Akromioklavikulargelenk;5-810.01;0;0;1
581004;Arthroskopische Gelenkrevision: Gelenkspülung mit Drainage, aseptisch: Humeroulnargelenk;5-810.04;0;0;1
581005;Arthroskopische Gelenkrevision: Gelenkspülung mit Drainage, aseptisch: Proximales Radioulnargelenk;5-810.05;0;0;1
581007;Arthroskopische Gelenkrevision: Gelenkspülung mit Drainage, aseptisch: Handgelenk n.n.bez.;5-810.07;0;0;1
