IC_Code;IC_Text;IC_CodeF;IC_ANZHDI;IC_ANZNDI;IC_AnzProzI
58044;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Patellaosteotomie;5-804.4;0;0;1
58045;Offen chirurgische Operationen an der Patella und ihrem Halteapparat: Teilresektion der Patella;5-804.5;0;0;1
58056;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Akromioplastik mit Durchtrennung des Ligamentum coracoacromiale;5-805.6;0;0;1
58057;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Rekonstruktion der Rotatorenmanschette durch Naht;5-805.7;0;0;1
5805a;Offen chirurgische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Rekonstruktion der Rotatorenmanschette durch Implantat;5-805.a;0;0;1
58060;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Naht eines fibularen Bandes;5-806.0;0;0;1
58061;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Naht mehrerer fibularer Bänder;5-806.1;0;0;1
58062;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Naht des fibularen und medialen Bandapparates;5-806.2;0;0;1
58065;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Bandplastik des fibularen Bandapparates mit Periostlappen;5-806.5;0;0;1
58067;Offen chirurgische Refixation und Plastik am Kapselbandapparat des oberen Sprunggelenkes: Fesselung der Peronealsehnen;5-806.7;0;0;1
58070;Offen chirurgische Refixation am Kapselbandapparat anderer Gelenke: Naht eines Kapsel- oder Kollateralbandes;5-807.0;0;0;1
5808a0;Arthrodese: Fußwurzel und Mittelfuß: Ein oder zwei Gelenkfächer;5-808.a0;0;0;1
5808b0;Arthrodese: Zehengelenk: Großzehengrundgelenk;5-808.b0;0;0;1
5808b2;Arthrodese: Zehengelenk: Kleinzehengelenk, 1 Gelenk;5-808.b2;0;0;1
5808b3;Arthrodese: Zehengelenk: Kleinzehengelenk, 2 Gelenke;5-808.b3;0;0;1
58090h;Andere offen chirurgische Gelenkoperationen: Durchtrennung eines Bandes: Kniegelenk;5-809.0h;0;0;1
581000;Arthroskopische Gelenkrevision: Gelenkspülung mit Drainage, aseptisch: Humeroglenoidalgelenk;5-810.00;0;0;1
581001;Arthroskopische Gelenkrevision: Gelenkspülung mit Drainage, aseptisch: Akromioklavikulargelenk;5-810.01;0;0;1
58100h;Arthroskopische Gelenkrevision: Gelenkspülung mit Drainage, aseptisch: Kniegelenk;5-810.0h;0;0;1
581020;Arthroskopische Gelenkrevision: Gelenkmobilisation [Arthrolyse]: Humeroglenoidalgelenk;5-810.20;0;0;1
58102h;Arthroskopische Gelenkrevision: Gelenkmobilisation [Arthrolyse]: Kniegelenk;5-810.2h;0;0;1
58102k;Arthroskopische Gelenkrevision: Gelenkmobilisation [Arthrolyse]: Oberes Sprunggelenk;5-810.2k;0;0;1
581040;Arthroskopische Gelenkrevision: Entfernung freier Gelenkkörper: Humeroglenoidalgelenk;5-810.40;0;0;1
58104h;Arthroskopische Gelenkrevision: Entfernung freier Gelenkkörper: Kniegelenk;5-810.4h;0;0;1
581050;Arthroskopische Gelenkrevision: Entfernung periartikulärer Verkalkungen: Humeroglenoidalgelenk;5-810.50;0;0;1
581090;Arthroskopische Gelenkrevision: Resektion von Bandanteilen und Bandresten: Humeroglenoidalgelenk;5-810.90;0;0;1
58109h;Arthroskopische Gelenkrevision: Resektion von Bandanteilen und Bandresten: Kniegelenk;5-810.9h;0;0;1
58109k;Arthroskopische Gelenkrevision: Resektion von Bandanteilen und Bandresten: Oberes Sprunggelenk;5-810.9k;0;0;1
58110h;Arthroskopische Operation an der Synovialis: Resektion einer Plica synovialis: Kniegelenk;5-811.0h;0;0;1
58111h;Arthroskopische Operation an der Synovialis: Resektion an einem Fettkörper (z. B. Hoffa-Fettkörper): Kniegelenk;5-811.1h;0;0;1
581120;Arthroskopische Operation an der Synovialis: Synovektomie, partiell: Humeroglenoidalgelenk;5-811.20;0;0;1
581121;Arthroskopische Operation an der Synovialis: Synovektomie, partiell: Akromioklavikulargelenk;5-811.21;0;0;1
58112h;Arthroskopische Operation an der Synovialis: Synovektomie, partiell: Kniegelenk;5-811.2h;0;0;1
58112k;Arthroskopische Operation an der Synovialis: Synovektomie, partiell: Oberes Sprunggelenk;5-811.2k;0;0;1
581141;Arthroskopische Operation an der Synovialis: Elektrothermische Denervierung von Synovialis und Kapselgewebe: Akromioklavikulargelenk;5-811.41;0;0;1
58120h;Arthroskopische Operation am Gelenkknorpel und an den Menisken: Exzision von erkranktem Gewebe am Gelenkknorpel: Kniegelenk;5-812.0h;0;0;1
58125;Arthroskopische Operation am Gelenkknorpel und an den Menisken: Meniskusresektion, partiell;5-812.5;0;0;1
58126;Arthroskopische Operation am Gelenkknorpel und an den Menisken: Meniskusresektion, total;5-812.6;0;0;1
58127;Arthroskopische Operation am Gelenkknorpel und an den Menisken: Meniskusrefixation;5-812.7;0;0;1
5812eg;Arthroskopische Operation am Gelenkknorpel und an den Menisken: Knorpelglättung (Chondroplastik): Hüftgelenk;5-812.eg;0;0;1
5812eh;Arthroskopische Operation am Gelenkknorpel und an den Menisken: Knorpelglättung (Chondroplastik): Kniegelenk;5-812.eh;0;0;1
5812fh;Arthroskopische Operation am Gelenkknorpel und an den Menisken: Subchondrale Knocheneröffnung (z.B. nach Pridie, Mikrofrakturierung, Abrasionsarthroplastik): Kniegelenk;5-812.fh;0;0;1
58134;Arthroskopische Refixation und Plastik am Kapselbandapparat des Kniegelenkes: Plastik vorderes Kreuzband mit sonstiger autogener Sehne;5-813.4;0;0;1
58141;Arthroskopische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Refixation des Labrum glenoidale durch sonstige Verfahren;5-814.1;0;0;1
58143;Arthroskopische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Erweiterung des subakromialen Raumes;5-814.3;0;0;1
58144;Arthroskopische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Sonstige Rekonstruktion der Rotatorenmanschette;5-814.4;0;0;1
58145;Arthroskopische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Kapselraffung mit Fixation am Glenoid durch Naht;5-814.5;0;0;1
58147;Arthroskopische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Tenotomie der langen Bizepssehne;5-814.7;0;0;1
58149;Arthroskopische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Tenodese der langen Bizepssehne;5-814.9;0;0;1
5814a;Arthroskopische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Laterale Resektion der Klavikula;5-814.a;0;0;1
5814x;Arthroskopische Refixation und Plastik am Kapselbandapparat des Schultergelenkes: Sonstige;5-814.x;0;0;1
58150;Arthroskopische Entfernung und arthroskopischer Wechsel eines Bandersatzes am Kniegelenk: Entfernung eines vorderen Kreuzbandtransplantates;5-815.0;0;0;1
581521;Arthroskopische Entfernung und arthroskopischer Wechsel eines Bandersatzes am Kniegelenk: Wechsel eines vorderen Kreuzbandtransplantates: Mit sonstiger autogener Sehne;5-815.21;0;0;1
581910;Andere arthroskopische Operationen: Debridement einer Sehne: Humeroglenoidalgelenk;5-819.10;0;0;1
5819x0;Andere arthroskopische Operationen: Sonstige: Humeroglenoidalgelenk;5-819.x0;0;0;1
5819x1;Andere arthroskopische Operationen: Sonstige: Akromioklavikulargelenk;5-819.x1;0;0;1
5819xx;Andere arthroskopische Operationen: Sonstige: Sonstige;5-819.xx;0;0;1
582000;Implantation einer Endoprothese am Hüftgelenk: Totalendoprothese: Nicht zementiert;5-820.00;0;0;1
582001;Implantation einer Endoprothese am Hüftgelenk: Totalendoprothese: Zementiert;5-820.01;0;0;1
582002;Implantation einer Endoprothese am Hüftgelenk: Totalendoprothese: Hybrid (teilzementiert);5-820.02;0;0;1
582094;Implantation einer Endoprothese am Hüftgelenk: Kurzschaft-Femurkopfprothese: Mit Pfannenprothese, nicht zementiert;5-820.94;0;0;1
582201;Implantation einer Endoprothese am Kniegelenk: Unikondyläre Schlittenprothese: Zementiert;5-822.01;0;0;1
582210;Implantation einer Endoprothese am Kniegelenk: Bikondyläre Oberflächenersatzprothese, ungekoppelt, ohne Patellaersatz: Nicht zementiert;5-822.10;0;0;1
582211;Implantation einer Endoprothese am Kniegelenk: Bikondyläre Oberflächenersatzprothese, ungekoppelt, ohne Patellaersatz: Zementiert;5-822.11;0;0;1
582212;Implantation einer Endoprothese am Kniegelenk: Bikondyläre Oberflächenersatzprothese, ungekoppelt, ohne Patellaersatz: Hybrid (teilzementiert);5-822.12;0;0;1
582221;Implantation einer Endoprothese am Kniegelenk: Bikondyläre Oberflächenersatzprothese, ungekoppelt, mit Patellaersatz: Zementiert;5-822.21;0;0;1
582231;Implantation einer Endoprothese am Kniegelenk: Bikondyläre Oberflächenersatzprothese, teilgekoppelt, ohne Patellaersatz: Zementiert;5-822.31;0;0;1
582281;Implantation einer Endoprothese am Kniegelenk: Patellaersatz: Patellarückfläche, zementiert;5-822.81;0;0;1
5822a1;Implantation einer Endoprothese am Kniegelenk: Endoprothese mit erweiterter Beugefähigkeit, ohne Patellaersatz: Zementiert;5-822.a1;0;0;1
5822b1;Implantation einer Endoprothese am Kniegelenk: Endoprothese mit erweiterter Beugefähigkeit, mit Patellaersatz: Zementiert;5-822.b1;0;0;1
582314;Revision, Wechsel und Entfernung einer Endoprothese am Kniegelenk: Wechsel einer unikondylären Schlittenprothese: In bikondyläre Oberflächenprothese ohne Patellaersatz, zementiert;5-823.14;0;0;1
582327;Revision, Wechsel und Entfernung einer Endoprothese am Kniegelenk: Wechsel einer bikondylären Oberflächenersatzprothese: Inlaywechsel;5-823.27;0;0;1
582329;Revision, Wechsel und Entfernung einer Endoprothese am Kniegelenk: Wechsel einer bikondylären Oberflächenersatzprothese: Teilwechsel Tibiateil;5-823.29;0;0;1
582351;Revision, Wechsel und Entfernung einer Endoprothese am Kniegelenk: Wechsel eines Patellaersatzes: In Patellarückfläche, zementiert;5-823.51;0;0;1
58293;Andere gelenkplastische Eingriffe: Resektionsarthroplastik am Schultergelenk;5-829.3;0;0;1
58298;Andere gelenkplastische Eingriffe: Resektionsarthroplastik an Gelenken des Fußes;5-829.8;0;0;1
58301;Inzision von erkranktem Knochen- und Gelenkgewebe der Wirbelsäule: Sequesterotomie;5-830.1;0;0;1
58302;Inzision von erkranktem Knochen- und Gelenkgewebe der Wirbelsäule: Facettendenervation;5-830.2;0;0;1
58310;Exzision von erkranktem Bandscheibengewebe: Exzision einer Bandscheibe;5-831.0;0;0;1
58312;Exzision von erkranktem Bandscheibengewebe: Exzision einer Bandscheibe mit Radikulodekompression;5-831.2;0;0;1
58313;Exzision von erkranktem Bandscheibengewebe: Exzision von extraforaminal gelegenem Bandscheibengewebe;5-831.3;0;0;1
58315;Exzision von erkranktem Bandscheibengewebe: Exzision einer Bandscheibe, perkutan mit Endoskopie;5-831.5;0;0;1
58316;Exzision von erkranktem Bandscheibengewebe: Reoperation bei Rezidiv;5-831.6;0;0;1
58317;Exzision von erkranktem Bandscheibengewebe: Reoperation mit Radikulolyse bei Rezidiv;5-831.7;0;0;1
58318;Exzision von erkranktem Bandscheibengewebe: Perkutane Volumenreduktion der Bandscheibe;5-831.8;0;0;1
58319;Exzision von erkranktem Bandscheibengewebe: Entfernung eines freien Sequesters ohne Endoskopie;5-831.9;0;0;1
58324;Exzision von erkranktem Knochen- und Gelenkgewebe der Wirbelsäule: Arthrektomie, partiell;5-832.4;0;0;1
58327;Exzision von erkranktem Knochen- und Gelenkgewebe der Wirbelsäule: Mehrere Wirbelsegmente (und angrenzende Strukturen);5-832.7;0;0;1
5832x;Exzision von erkranktem Knochen- und Gelenkgewebe der Wirbelsäule: Sonstige;5-832.x;0;0;1
58359;Knochenersatz an der Wirbelsäule: Transplantation von Spongiosa(spänen) oder kortikospongiösen Spänen (autogen);5-835.9;0;0;1
5835a0;Knochenersatz an der Wirbelsäule: Verwendung von Knochenersatzmaterial aus Kollagenfasern: Ohne Anreicherung von Knochenwachstumszellen;5-835.a0;0;0;1
583630;Spondylodese: Dorsal: 1 Segment;5-836.30;0;0;1
583631;Spondylodese: Dorsal: 2 Segmente;5-836.31;0;0;1
583640;Spondylodese: Dorsal und ventral kombiniert, interkorporal: 1 Segment;5-836.40;0;0;1
583641;Spondylodese: Dorsal und ventral kombiniert, interkorporal: 2 Segmente;5-836.41;0;0;1
58395;Andere Operationen an der Wirbelsäule: Revision einer Wirbelsäulenoperation;5-839.5;0;0;1
583960;Andere Operationen an der Wirbelsäule: Knöcherne Dekompression des Spinalkanals: 1 Segment;5-839.60;0;0;1
583961;Andere Operationen an der Wirbelsäule: Knöcherne Dekompression des Spinalkanals: 2 Segmente;5-839.61;0;0;1
583962;Andere Operationen an der Wirbelsäule: Knöcherne Dekompression des Spinalkanals: 3 Segmente;5-839.62;0;0;1
5839b0;Andere Operationen an der Wirbelsäule: Implantation eines interspinösen Spreizers: 1 Segment;5-839.b0;0;0;1
583a01;Minimal-invasive Behandlungsverfahren an der Wirbelsäule (zur Schmerztherapie): Facetten-Thermokoagulation oder Facetten-Kryodenervation: 2 Segmente;5-83a.01;0;0;1
583a02;Minimal-invasive Behandlungsverfahren an der Wirbelsäule (zur Schmerztherapie): Facetten-Thermokoagulation oder Facetten-Kryodenervation: 3 oder mehr Segmente;5-83a.02;0;0;1
583b50;Osteosynthese (dynamische Stabilisierung) an der Wirbelsäule: Durch Schrauben-Stab-System: 1 Segment;5-83b.50;0;0;1
583b51;Osteosynthese (dynamische Stabilisierung) an der Wirbelsäule: Durch Schrauben-Stab-System: 2 Segmente;5-83b.51;0;0;1
583b70;Osteosynthese (dynamische Stabilisierung) an der Wirbelsäule: Durch intervertebrale Cages: 1 Segment;5-83b.70;0;0;1
583b71;Osteosynthese (dynamische Stabilisierung) an der Wirbelsäule: Durch intervertebrale Cages: 2 Segmente;5-83b.71;0;0;1
583w1;Zusatzinformationen zu Operationen an der Wirbelsäule: Dynamische Stabilisierung;5-83w.1;0;0;1
585029;Inzision an Muskel, Sehne und Faszie: Inzision einer Sehne, längs: Unterschenkel;5-850.29;0;0;1
585088;Inzision an Muskel, Sehne und Faszie: Fremdkörperentfernung aus einem Muskel: Oberschenkel und Knie;5-850.88;0;0;1
5850c9;Inzision an Muskel, Sehne und Faszie: Debridement einer Sehne: Unterschenkel;5-850.c9;0;0;1
5850ca;Inzision an Muskel, Sehne und Faszie: Debridement einer Sehne: Fuß;5-850.ca;0;0;1
585111;Durchtrennung von Muskel, Sehne und Faszie: Tenotomie, offen chirurgisch: Schulter und Axilla;5-851.11;0;0;1
58511a;Durchtrennung von Muskel, Sehne und Faszie: Tenotomie, offen chirurgisch: Fuß;5-851.1a;0;0;1
585209;Exzision an Muskel, Sehne und Faszie: Exzision einer Sehne, partiell: Unterschenkel;5-852.09;0;0;1
585218;Exzision an Muskel, Sehne und Faszie: Exzision einer Sehne, total: Oberschenkel und Knie;5-852.18;0;0;1
585229;Exzision an Muskel, Sehne und Faszie: Exzision einer Sehnenscheide, partiell: Unterschenkel;5-852.29;0;0;1
5852g0;Exzision an Muskel, Sehne und Faszie: Entnahme von Faszie zur Transplantation: Kopf und Hals;5-852.g0;0;0;1
585409;Rekonstruktion von Sehnen: Verlängerung: Unterschenkel;5-854.09;0;0;1
58540c;Rekonstruktion von Sehnen: Verlängerung: Mittelfuß und Zehen;5-854.0c;0;0;1
58541c;Rekonstruktion von Sehnen: Verkürzung: Mittelfuß und Zehen;5-854.1c;0;0;1
585421;Rekonstruktion von Sehnen: Transposition: Schulter und Axilla;5-854.21;0;0;1
585439;Rekonstruktion von Sehnen: Augmentation: Unterschenkel;5-854.39;0;0;1
58550a;Naht und andere Operationen an Sehnen und Sehnenscheide: Reinsertion einer Sehne: Fuß;5-855.0a;0;0;1
585519;Naht und andere Operationen an Sehnen und Sehnenscheide: Naht einer Sehne, primär: Unterschenkel;5-855.19;0;0;1
585529;Naht und andere Operationen an Sehnen und Sehnenscheide: Naht einer Sehne, sekundär: Unterschenkel;5-855.29;0;0;1
585559;Naht und andere Operationen an Sehnen und Sehnenscheide: Tenolyse, eine Sehne: Unterschenkel;5-855.59;0;0;1
585571;Naht und andere Operationen an Sehnen und Sehnenscheide: Tenodese eine Sehne, primär: Schulter und Axilla;5-855.71;0;0;1
585638;Rekonstruktion von Faszien: Doppelung einer Faszie: Oberschenkel und Knie;5-856.38;0;0;1
585911;Andere Operationen an Muskeln, Sehnen, Faszien und Schleimbeuteln: Totale Resektion eines Schleimbeutels: Schulter und Axilla;5-859.11;0;0;1
585918;Andere Operationen an Muskeln, Sehnen, Faszien und Schleimbeuteln: Totale Resektion eines Schleimbeutels: Oberschenkel und Knie;5-859.18;0;0;1
585919;Andere Operationen an Muskeln, Sehnen, Faszien und Schleimbeuteln: Totale Resektion eines Schleimbeutels: Unterschenkel;5-859.19;0;0;1
58591a;Andere Operationen an Muskeln, Sehnen, Faszien und Schleimbeuteln: Totale Resektion eines Schleimbeutels: Fuß;5-859.1a;0;0;1
585928;Andere Operationen an Muskeln, Sehnen, Faszien und Schleimbeuteln: Resektion eines Ganglions: Oberschenkel und Knie;5-859.28;0;0;1
58592a;Andere Operationen an Muskeln, Sehnen, Faszien und Schleimbeuteln: Resektion eines Ganglions: Fuß;5-859.2a;0;0;1
58657;Amputation und Exartikulation Fuß: Zehenamputation;5-865.7;0;0;1
586950;Andere Operationen an den Bewegungsorganen: Einzeitige Mehrfacheingriffe an Mittelfuß- und/oder Zehenstrahlen: Zwei Mittelfuß- und/oder Zehenstrahlen;5-869.50;0;0;1
586951;Andere Operationen an den Bewegungsorganen: Einzeitige Mehrfacheingriffe an Mittelfuß- und/oder Zehenstrahlen: Drei Mittelfuß- und/oder Zehenstrahlen;5-869.51;0;0;1
5870a2;Partielle (brusterhaltende) Exzision der Mamma und Destruktion von Mammagewebe: Partielle Resektion: Defektdeckung durch Mobilisation und Adaptation von mehr als 25% des Brustgewebes (mehr als 1 Quadrant);5-870.a2;0;0;1
5870a3;Partielle (brusterhaltende) Exzision der Mamma und Destruktion von Mammagewebe: Partielle Resektion: Defektdeckung durch tumoradaptierte Mastopexie;5-870.a3;0;0;1
58720;(Modifizierte radikale) Mastektomie: Ohne Resektion der M. pectoralis-Faszie;5-872.0;0;0;1
58721;(Modifizierte radikale) Mastektomie: Mit Resektion der M. pectoralis-Faszie;5-872.1;0;0;1
58740;Erweiterte (radikale) Mastektomie mit Resektion an den Mm. pectorales majores et minores und Thoraxwandteilresektion: Mit Teilresektion des M. pectoralis major;5-874.0;0;0;1
58941b;Lokale Exzision von erkranktem Gewebe an Haut und Unterhaut: Exzision, lokal, mit primärem Wundverschluss: Bauchregion;5-894.1b;0;0;1
58941e;Lokale Exzision von erkranktem Gewebe an Haut und Unterhaut: Exzision, lokal, mit primärem Wundverschluss: Oberschenkel und Knie;5-894.1e;0;0;1
590334;Lokale Lappenplastik an Haut und Unterhaut: Insellappenplastik, kleinflächig: Sonstige Teile Kopf;5-903.34;0;0;1
593000;Art des Transplantates: Autogen: Ohne externe In-vitro-Aufbereitung;5-930.00;0;0;1
593001;Art des Transplantates: Autogen: Mit externer In-vitro-Aufbereitung;5-930.01;0;0;1
59303;Art des Transplantates: Xenogen;5-930.3;0;0;1
593200;Art des verwendeten Materials für Gewebeersatz und Gewebeverstärkung: Nicht resorbierbares Material: Ohne Beschichtung;5-932.00;0;0;1
593201;Art des verwendeten Materials für Gewebeersatz und Gewebeverstärkung: Nicht resorbierbares Material: Mit antimikrobieller Beschichtung;5-932.01;0;0;1
593202;Art des verwendeten Materials für Gewebeersatz und Gewebeverstärkung: Nicht resorbierbares Material: Mit Titanbeschichtung;5-932.02;0;0;1
59321;Art des verwendeten Materials für Gewebeersatz und Gewebeverstärkung: (Teil-)resorbierbares synthetisches Material;5-932.1;0;0;1
59323;Art des verwendeten Materials für Gewebeersatz und Gewebeverstärkung: Biologisches Material;5-932.3;0;0;1
5983;Reoperation;5-983;0;0;1
5984;Mikrochirurgische Technik;5-984;0;0;1
59850;Lasertechnik: Argon- oder frequenzgedoppelter YAG-Laser;5-985.0;0;0;1
59851;Lasertechnik: CO2-Laser;5-985.1;0;0;1
59852;Lasertechnik: Dioden-Laser;5-985.2;0;0;1
59856;Lasertechnik: Neodym-YAG-Laser;5-985.6;0;0;1
5985x;Lasertechnik: Sonstige;5-985.x;0;0;1
5986x;Minimalinvasive Technik: Sonstige;5-986.x;0;0;1
5988;Anwendung eines Navigationssystems;5-988;0;0;1
5989;Fluoreszenzgestützte Therapieverfahren;5-989;0;0;1
598b;Anwendung eines flexiblen Ureterorenoskops;5-98b;0;0;1
80103;Applikation von Medikamenten und Elektrolytlösungen über das Gefäßsystem bei Neugeborenen: Intravenös, kontinuierlich;8-010.3;0;0;1
80200;Therapeutische Injektion: Auge;8-020.0;0;0;1
8121;Darmspülung;8-121;0;0;1
81320;Manipulationen an der Harnblase: Instillation;8-132.0;0;0;1
81321;Manipulationen an der Harnblase: Spülung, einmalig;8-132.1;0;0;1
81322;Manipulationen an der Harnblase: Spülung, intermittierend;8-132.2;0;0;1
81323;Manipulationen an der Harnblase: Spülung, kontinuierlich;8-132.3;0;0;1
81330;Wechsel und Entfernung eines suprapubischen Katheters: Wechsel;8-133.0;0;0;1
81331;Wechsel und Entfernung eines suprapubischen Katheters: Entfernung;8-133.1;0;0;1
813700;Einlegen, Wechsel und Entfernung einer Ureterschiene [Ureterkatheter]: Einlegen: Transurethral;8-137.00;0;0;1
813701;Einlegen, Wechsel und Entfernung einer Ureterschiene [Ureterkatheter]: Einlegen: Perkutan-transrenal;8-137.01;0;0;1
813710;Einlegen, Wechsel und Entfernung einer Ureterschiene [Ureterkatheter]: Wechsel: Transurethral;8-137.10;0;0;1
81372;Einlegen, Wechsel und Entfernung einer Ureterschiene [Ureterkatheter]: Entfernung;8-137.2;0;0;1
81390;Andere Manipulationen am Harntrakt: Bougierung der Urethra;8-139.0;0;0;1
8147y;Therapeutische Drainage von Harnorganen: N.n.bez.;8-147.y;0;0;1
8210;Brisement force;8-210;0;0;1
83102;Aufwendige Gipsverbände: Korrigierender Rumpfgips;8-310.2;0;0;1
83903;Lagerungsbehandlung: Lagerung bei Schienen;8-390.3;0;0;1
8390x;Lagerungsbehandlung: Sonstige;8-390.x;0;0;1
8500;Tamponade einer Nasenblutung;8-500;0;0;1
8506;Wechsel und Entfernung einer Tamponade bei Blutungen;8-506;0;0;1
85414;Instillation von und lokoregionale Therapie mit zytotoxischen Materialien und Immunmodulatoren: In die Harnblase;8-541.4;0;0;1
8541x;Instillation von und lokoregionale Therapie mit zytotoxischen Materialien und Immunmodulatoren: Sonstige;8-541.x;0;0;1
85602;Lichttherapie: Lichttherapie des Neugeborenen (bei Hyperbilirubinämie);8-560.2;0;0;1
8560x;Lichttherapie: Sonstige;8-560.x;0;0;1
85611;Funktionsorientierte physikalische Therapie: Funktionsorientierte physikalische Monotherapie;8-561.1;0;0;1
8720;Sauerstoffzufuhr bei Neugeborenen;8-720;0;0;1
8800c0;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Erythrozytenkonzentrat: 1 TE bis unter 6 TE;8-800.c0;0;0;1
8800c1;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Erythrozytenkonzentrat: 6 TE bis unter 11 TE;8-800.c1;0;0;1
88032;Gewinnung und Transfusion von Eigenblut: Maschinelle Autotransfusion (Cell-Saver) ohne Bestrahlung;8-803.2;0;0;1
88033;Gewinnung und Transfusion von Eigenblut: Maschinelle Autotransfusion (Cell-Saver) mit Bestrahlung;8-803.3;0;0;1
88110;Infusion von Volumenersatzmitteln bei Neugeborenen: Einzelinfusion (1-5 Einheiten);8-811.0;0;0;1
88542;Hämodialyse: Intermittierend, Antikoagulation mit Heparin oder ohne Antikoagulation;8-854.2;0;0;1
8901;Inhalationsanästhesie;8-901;0;0;1
8910;Epidurale Injektion und Infusion zur Schmerztherapie;8-910;0;0;1
8911;Subarachnoidale Injektion und Infusion zur Schmerztherapie;8-911;0;0;1
891400;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Ohne bildgebende Verfahren: An der Halswirbelsäule;8-914.00;0;0;1
891401;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Ohne bildgebende Verfahren: An der Brustwirbelsäule;8-914.01;0;0;1
891402;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Ohne bildgebende Verfahren: An der Lendenwirbelsäule;8-914.02;0;0;1
89140x;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Ohne bildgebende Verfahren: Sonstige;8-914.0x;0;0;1
891410;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Mit bildgebenden Verfahren: An der Halswirbelsäule;8-914.10;0;0;1
891411;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Mit bildgebenden Verfahren: An der Brustwirbelsäule;8-914.11;0;0;1
891412;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Mit bildgebenden Verfahren: An der Lendenwirbelsäule;8-914.12;0;0;1
89141x;Injektion eines Medikamentes an Nervenwurzeln und wirbelsäulennahe Nerven zur Schmerztherapie: Mit bildgebenden Verfahren: Sonstige;8-914.1x;0;0;1
8915;Injektion und Infusion eines Medikamentes an andere periphere Nerven zur Schmerztherapie;8-915;0;0;1
891703;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Ohne bildgebende Verfahren: An den Gelenken der Lendenwirbelsäule;8-917.03;0;0;1
891712;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Mit bildgebenden Verfahren: An den Gelenken der Brustwirbelsäule;8-917.12;0;0;1
891713;Injektion eines Medikamentes in Gelenke der Wirbelsäule zur Schmerztherapie: Mit bildgebenden Verfahren: An den Gelenken der Lendenwirbelsäule;8-917.13;0;0;1
8919;Komplexe Akutschmerzbehandlung;8-919;0;0;1
892500;Intraoperatives neurophysiologisches Monitoring: Bis 4 Stunden: Mit Stimulationselektroden (Hirnnerv, peripherer Nerv, spinal);8-925.00;0;0;1
8930;Monitoring von Atmung, Herz und Kreislauf ohne Messung des Pulmonalarteriendruckes und des zentralen Venendruckes;8-930;0;0;1
9260;Überwachung und Leitung einer normalen Geburt;9-260;0;0;1
9261;Überwachung und Leitung einer Risikogeburt;9-261;0;0;1
92620;Postpartale Versorgung des Neugeborenen: Routineversorgung;9-262.0;0;0;1
92621;Postpartale Versorgung des Neugeborenen: Spezielle Versorgung (Risiko-Neugeborenes);9-262.1;0;0;1
940100;Psychosoziale Interventionen: Sozialrechtliche Beratung: Mindestens 50 Minuten bis 2 Stunden;9-401.00;0;0;1
940122;Psychosoziale Interventionen: Nachsorgeorganisation: Mindestens 50 Minuten bis 2 Stunden;9-401.22;0;0;1
95000;Patientenschulung: Basisschulung;9-500.0;0;0;1
B951;Streptokokken, Gruppe B, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;B95.1;0;1;0
B952;Streptokokken, Gruppe D, als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;B95.2;0;1;0
B956;Staphylococcus aureus als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;B95.6;0;1;0
B957;Sonstige Staphylokokken als Ursache von Krankheiten, die in anderen Kapiteln klassifiziert sind;B95.7;0;1;0
