re_Code;re_Text;re_Hauptdiagnose;re_Nebendiagnose;re_Prozedur
D86.9;Sarkoidose, nicht näher bezeichnet;0;1;0
D90;Immunkompromittierung nach Bestrahlung, Chemotherapie und sonstigen immunsuppressiven Maßnahmen;0;1;0
E01.0;Jodmangelbedingte diffuse Struma (endemisch);0;1;0
E01.1;Jodmangelbedingte mehrknotige Struma (endemisch);0;1;0
E01.2;Jodmangelbedingte Struma (endemisch), nicht näher bezeichnet;0;1;0
E01.8;Sonstige jodmangelbedingte Schilddrüsenkrankheiten und verwandte Zustände;0;1;0
E02;Subklinische Jodmangel-Hypothyreose;0;1;0
E03.0;Angeborene Hypothyreose mit diffuser Struma;0;1;0
E03.1;Angeborene Hypothyreose ohne Struma;0;1;0
E03.2;Hypothyreose durch Arzneimittel oder andere exogene Substanzen;0;1;0
E03.4;Atrophie der Schilddrüse (erworben);0;1;0
E03.8;Sonstige näher bezeichnete Hypothyreose;0;1;0
E03.9;Hypothyreose, nicht näher bezeichnet;0;1;0
E04.0;Nichttoxische diffuse Struma;0;1;0
E04.1;Nichttoxischer solitärer Schilddrüsenknoten;0;1;0
E04.2;Nichttoxische mehrknotige Struma;0;1;0
E04.8;Sonstige näher bezeichnete nichttoxische Struma;0;1;0
E04.9;Nichttoxische Struma, nicht näher bezeichnet;0;1;0
E05.0;Hyperthyreose mit diffuser Struma;0;1;0
E05.1;Hyperthyreose mit toxischem solitärem Schilddrüsenknoten;0;1;0
E05.2;Hyperthyreose mit toxischer mehrknotiger Struma;0;1;0
E05.4;Hyperthyreosis factitia;0;1;0
E05.8;Sonstige Hyperthyreose;0;1;0
E05.9;Hyperthyreose, nicht näher bezeichnet;0;1;0
E06.3;Autoimmunthyreoiditis;0;1;0
E07.8;Sonstige näher bezeichnete Krankheiten der Schilddrüse;0;1;0
E07.9;Krankheit der Schilddrüse, nicht näher bezeichnet;0;1;0
E10.11;Diabetes mellitus, Typ 1: Mit Ketoazidose: Als entgleist bezeichnet;0;1;0
E10.20;Diabetes mellitus, Typ 1: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet;0;1;0
E10.30;Diabetes mellitus, Typ 1: Mit Augenkomplikationen: Nicht als entgleist bezeichnet;0;1;0
E10.40;Diabetes mellitus, Typ 1: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E10.41;Diabetes mellitus, Typ 1: Mit neurologischen Komplikationen: Als entgleist bezeichnet;0;1;0
E10.51;Diabetes mellitus, Typ 1: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet;0;1;0
E10.61;Diabetes mellitus, Typ 1: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet;0;1;0
E10.72;Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet;0;1;0
E10.73;Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet;0;1;0
E10.74;Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet;0;1;0
E10.75;Diabetes mellitus, Typ 1: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet;0;1;0
E10.80;Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E10.81;Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet;0;1;0
E10.90;Diabetes mellitus, Typ 1: Ohne Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E10.91;Diabetes mellitus, Typ 1: Ohne Komplikationen: Als entgleist bezeichnet;0;1;0
E11.11;Diabetes mellitus, Typ 2: Mit Ketoazidose: Als entgleist bezeichnet;0;1;0
E11.20;Diabetes mellitus, Typ 2: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet;0;1;0
E11.21;Diabetes mellitus, Typ 2: Mit Nierenkomplikationen: Als entgleist bezeichnet;0;1;0
E11.30;Diabetes mellitus, Typ 2: Mit Augenkomplikationen: Nicht als entgleist bezeichnet;0;1;0
E11.31;Diabetes mellitus, Typ 2: Mit Augenkomplikationen: Als entgleist bezeichnet;0;1;0
E11.40;Diabetes mellitus, Typ 2: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E11.41;Diabetes mellitus, Typ 2: Mit neurologischen Komplikationen: Als entgleist bezeichnet;0;1;0
E11.50;Diabetes mellitus, Typ 2: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E11.51;Diabetes mellitus, Typ 2: Mit peripheren vaskulären Komplikationen: Als entgleist bezeichnet;0;1;0
E11.60;Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E11.61;Diabetes mellitus, Typ 2: Mit sonstigen näher bezeichneten Komplikationen: Als entgleist bezeichnet;0;1;0
E11.72;Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, nicht als entgleist bezeichnet;0;1;0
E11.73;Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit sonstigen multiplen Komplikationen, als entgleist bezeichnet;0;1;0
E11.74;Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet;0;1;0
E11.75;Diabetes mellitus, Typ 2: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, als entgleist bezeichnet;0;1;0
E11.80;Diabetes mellitus, Typ 2: Mit nicht näher bezeichneten Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E11.81;Diabetes mellitus, Typ 2: Mit nicht näher bezeichneten Komplikationen: Als entgleist bezeichnet;0;1;0
E11.90;Diabetes mellitus, Typ 2: Ohne Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E11.91;Diabetes mellitus, Typ 2: Ohne Komplikationen: Als entgleist bezeichnet;0;1;0
E13.40;Sonstiger näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E13.90;Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E13.91;Sonstiger näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Als entgleist bezeichnet;0;1;0
E14.20;Nicht näher bezeichneter Diabetes mellitus: Mit Nierenkomplikationen: Nicht als entgleist bezeichnet;0;1;0
E14.40;Nicht näher bezeichneter Diabetes mellitus: Mit neurologischen Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E14.50;Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E14.74;Nicht näher bezeichneter Diabetes mellitus: Mit multiplen Komplikationen: Mit diabetischem Fußsyndrom, nicht als entgleist bezeichnet;0;1;0
E14.90;Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Nicht als entgleist bezeichnet;0;1;0
E14.91;Nicht näher bezeichneter Diabetes mellitus: Ohne Komplikationen: Als entgleist bezeichnet;0;1;0
E16.2;Hypoglykämie, nicht näher bezeichnet;0;1;0
E20.1;Pseudohypoparathyreoidismus;0;1;0
E20.8;Sonstiger Hypoparathyreoidismus;0;1;0
E21.0;Primärer Hyperparathyreoidismus;0;1;0
E21.1;Sekundärer Hyperparathyreoidismus, anderenorts nicht klassifiziert;0;1;0
E21.3;Hyperparathyreoidismus, nicht näher bezeichnet;0;1;0
E22.1;Hyperprolaktinämie;0;1;0
E22.2;Syndrom der inadäquaten Sekretion von Adiuretin;0;1;0
E23.0;Hypopituitarismus;0;1;0
E23.2;Diabetes insipidus;0;1;0
E24.2;Arzneimittelinduziertes Cushing-Syndrom;0;1;0
E25.9;Adrenogenitale Störung, nicht näher bezeichnet;0;1;0
E26.0;Primärer Hyperaldosteronismus;0;1;0
E27.1;Primäre Nebennierenrindeninsuffizienz;0;1;0
E27.4;Sonstige und nicht näher bezeichnete Nebennierenrindeninsuffizienz;0;1;0
E28.1;Ovarielle Dysfunktion: Androgenüberschuss;0;1;0
E28.2;Syndrom polyzystischer Ovarien;0;1;0
E28.3;Primäre Ovarialinsuffizienz;0;1;0
E29.1;Testikuläre Unterfunktion;0;1;0
E34.3;Kleinwuchs, anderenorts nicht klassifiziert;0;1;0
E34.8;Sonstige näher bezeichnete endokrine Störungen;0;1;0
E34.9;Endokrine Störung, nicht näher bezeichnet;0;1;0
E41;Alimentärer Marasmus;0;1;0
E43;Nicht näher bezeichnete erhebliche Energie- und Eiweißmangelernährung;0;1;0
E44.0;Mäßige Energie- und Eiweißmangelernährung;0;1;0
E44.1;Leichte Energie- und Eiweißmangelernährung;0;1;0
E46;Nicht näher bezeichnete Energie- und Eiweißmangelernährung;0;1;0
E51.2;Wernicke-Enzephalopathie;1;1;0
E51.8;Sonstige Manifestationen des Thiaminmangels;0;1;0
E51.9;Thiaminmangel, nicht näher bezeichnet;0;1;0
E53.0;Riboflavinmangel;0;1;0
E53.1;Pyridoxinmangel;0;1;0
E53.8;Mangel an sonstigen näher bezeichneten Vitaminen des Vitamin-B-Komplexes;0;1;0
E53.9;Vitamin-B-Mangel, nicht näher bezeichnet;0;1;0
E54;Ascorbinsäuremangel;0;1;0
E55.9;Vitamin-D-Mangel, nicht näher bezeichnet;0;1;0
E56.8;Mangel an sonstigen Vitaminen;0;1;0
E56.9;Vitaminmangel, nicht näher bezeichnet;0;1;0
E58;Alimentärer Kalziummangel;0;1;0
E61.1;Eisenmangel;0;1;0
E61.2;Magnesiummangel;0;1;0
E61.8;Mangel an sonstigen näher bezeichneten Spurenelementen;0;1;0
E63.8;Sonstige näher bezeichnete alimentäre Mangelzustände;0;1;0
E64.8;Folgen sonstiger alimentärer Mangelzustände;0;1;0
E66.00;Adipositas durch übermäßige Kalorienzufuhr: Body-Mass-Index [BMI] von 30 bis unter 35;0;1;0
E66.01;Adipositas durch übermäßige Kalorienzufuhr: Body-Mass-Index [BMI] von 35 bis unter 40;0;1;0
E66.02;Adipositas durch übermäßige Kalorienzufuhr: Body-Mass-Index [BMI] von 40 und mehr;0;1;0
E66.09;Adipositas durch übermäßige Kalorienzufuhr: Body-Mass-Index [BMI] nicht näher bezeichnet;0;1;0
E66.10;Arzneimittelinduzierte Adipositas: Body-Mass-Index [BMI] von 30 bis unter 35;0;1;0
E66.11;Arzneimittelinduzierte Adipositas: Body-Mass-Index [BMI] von 35 bis unter 40;0;1;0
E66.12;Arzneimittelinduzierte Adipositas: Body-Mass-Index [BMI] von 40 und mehr;0;1;0
E66.22;Übermäßige Adipositas mit alveolärer Hypoventilation: Body-Mass-Index [BMI] von 40 und mehr;0;1;0
E66.80;Sonstige Adipositas: Body-Mass-Index [BMI] von 30 bis unter 35;0;1;0
E66.81;Sonstige Adipositas: Body-Mass-Index [BMI] von 35 bis unter 40;0;1;0
E66.82;Sonstige Adipositas: Body-Mass-Index [BMI] von 40 und mehr;0;1;0
E66.89;Sonstige Adipositas: Body-Mass-Index [BMI] nicht näher bezeichnet;0;1;0
E66.90;Adipositas, nicht näher bezeichnet: Body-Mass-Index [BMI] von 30 bis unter 35;0;1;0
E66.91;Adipositas, nicht näher bezeichnet: Body-Mass-Index [BMI] von 35 bis unter 40;0;1;0
E66.92;Adipositas, nicht näher bezeichnet: Body-Mass-Index [BMI] von 40 und mehr;0;1;0
E66.99;Adipositas, nicht näher bezeichnet: Body-Mass-Index [BMI] nicht näher bezeichnet;0;1;0
E67.8;Sonstige näher bezeichnete Überernährung;0;1;0
E71.3;Störungen des Fettsäurestoffwechsels;0;1;0
E72.1;Störungen des Stoffwechsels schwefelhaltiger Aminosäuren;0;1;0
E72.2;Störungen des Harnstoffzyklus;0;1;0
E73.0;Angeborener Laktasemangel;0;1;0
E73.1;Sekundärer Laktasemangel;0;1;0
E73.8;Sonstige Laktoseintoleranz;0;1;0
E73.9;Laktoseintoleranz, nicht näher bezeichnet;0;1;0
E74.0;Glykogenspeicherkrankheit [Glykogenose];0;1;0
E74.1;Störungen des Fruktosestoffwechsels;0;1;0
E77.8;Sonstige Störungen des Glykoproteinstoffwechsels;0;1;0
E78.0;Reine Hypercholesterinämie;0;1;0
E78.1;Reine Hypertriglyzeridämie;0;1;0
E78.2;Gemischte Hyperlipidämie;0;1;0
E78.3;Hyperchylomikronämie;0;1;0
E78.4;Sonstige Hyperlipidämien;0;1;0
E78.5;Hyperlipidämie, nicht näher bezeichnet;0;1;0
E78.6;Lipoproteinmangel;0;1;0
E78.8;Sonstige Störungen des Lipoproteinstoffwechsels;0;1;0
E78.9;Störung des Lipoproteinstoffwechsels, nicht näher bezeichnet;0;1;0
E79.0;Hyperurikämie ohne Zeichen von entzündlicher Arthritis oder tophischer Gicht;0;1;0
E79.9;Störung des Purin- und Pyrimidinstoffwechsels, nicht näher bezeichnet;0;1;0
E80.2;Sonstige Porphyrie;0;1;0
E80.4;Gilbert-Meulengracht-Syndrom;0;1;0
E80.7;Störung des Bilirubinstoffwechsels, nicht näher bezeichnet;0;1;0
E83.1;Störungen des Eisenstoffwechsels;0;1;0
E83.38;Sonstige Störungen des Phosphorstoffwechsels und der Phosphatase;0;1;0
E83.39;Störungen des Phosphorstoffwechsels und der Phosphatase, nicht näher bezeichnet;0;1;0
E83.4;Störungen des Magnesiumstoffwechsels;0;1;0
E83.58;Sonstige Störungen des Kalziumstoffwechsels;0;1;0
E83.59;Störungen des Kalziumstoffwechsels, nicht näher bezeichnet;0;1;0
E85.4;Organbegrenzte Amyloidose;0;1;0
E86;Volumenmangel;0;1;0
E87.0;Hyperosmolalität und Hypernatriämie;0;1;0
E87.1;Hypoosmolalität und Hyponatriämie;0;1;0
E87.2;Azidose;0;1;0
E87.5;Hyperkaliämie;0;1;0
E87.6;Hypokaliämie;0;1;0
E87.8;Sonstige Störungen des Wasser- und Elektrolythaushaltes, anderenorts nicht klassifiziert;0;1;0
E88.0;Störungen des Plasmaprotein-Stoffwechsels, anderenorts nicht klassifiziert;0;1;0
E88.2;Lipomatose, anderenorts nicht klassifiziert;0;1;0
E88.8;Sonstige näher bezeichnete Stoffwechselstörungen;0;1;0
E88.9;Stoffwechselstörung, nicht näher bezeichnet;0;1;0
E89.0;Hypothyreose nach medizinischen Maßnahmen;0;1;0
E89.3;Hypopituitarismus nach medizinischen Maßnahmen;0;1;0
F00.0;Demenz bei Alzheimer-Krankheit, mit frühem Beginn (Typ 2);0;1;0
F00.1;Demenz bei Alzheimer-Krankheit, mit spätem Beginn (Typ 1);0;1;0
F00.2;Demenz bei Alzheimer-Krankheit, atypische oder gemischte Form;0;1;0
F00.9;Demenz bei Alzheimer-Krankheit, nicht näher bezeichnet;0;1;0
F01.0;Vaskuläre Demenz mit akutem Beginn;1;1;0
F01.1;Multiinfarkt-Demenz;1;1;0
F01.2;Subkortikale vaskuläre Demenz;1;1;0
F01.3;Gemischte kortikale und subkortikale vaskuläre Demenz;1;1;0
F01.8;Sonstige vaskuläre Demenz;1;1;0
F01.9;Vaskuläre Demenz, nicht näher bezeichnet;1;1;0
F02.0;Demenz bei Pick-Krankheit;0;1;0
F02.2;Demenz bei Chorea Huntington;0;1;0
F02.3;Demenz bei primärem Parkinson-Syndrom;0;1;0
F02.8;Demenz bei anderenorts klassifizierten Krankheitsbildern;0;1;0
F03;Nicht näher bezeichnete Demenz;1;1;0
F04;Organisches amnestisches Syndrom, nicht durch Alkohol oder andere psychotrope Substanzen bedingt;1;1;0
F05.0;Delir ohne Demenz;1;1;0
F05.1;Delir bei Demenz;1;1;0
F05.8;Sonstige Formen des Delirs;1;1;0
F05.9;Delir, nicht näher bezeichnet;1;1;0
F06.0;Organische Halluzinose;1;1;0
F06.1;Organische katatone Störung;1;1;0
F06.2;Organische wahnhafte [schizophreniforme] Störung;1;1;0
F06.3;Organische affektive Störungen;1;1;0
F06.4;Organische Angststörung;1;1;0
F06.5;Organische dissoziative Störung;1;0;0
F06.6;Organische emotional labile [asthenische] Störung;1;1;0
F06.7;Leichte kognitive Störung;1;1;0
F06.8;Sonstige näher bezeichnete organische psychische Störungen aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit;1;1;0
F06.9;Nicht näher bezeichnete organische psychische Störung aufgrund einer Schädigung oder Funktionsstörung des Gehirns oder einer körperlichen Krankheit;1;1;0
F07.0;Organische Persönlichkeitsstörung;1;1;0
F07.1;Postenzephalitisches Syndrom;1;1;0
F07.2;Organisches Psychosyndrom nach Schädelhirntrauma;1;1;0
F07.8;Sonstige organische Persönlichkeits- und Verhaltensstörungen aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns;1;1;0
F07.9;Nicht näher bezeichnete organische Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns;1;1;0
F09;Nicht näher bezeichnete organische oder symptomatische psychische Störung;1;1;0
F10.0;Psychische und Verhaltensstörungen durch Alkohol: Akute Intoxikation [akuter Rausch];1;1;0
F10.1;Psychische und Verhaltensstörungen durch Alkohol: Schädlicher Gebrauch;1;1;0
F10.2;Psychische und Verhaltensstörungen durch Alkohol: Abhängigkeitssyndrom;1;1;0
F10.3;Psychische und Verhaltensstörungen durch Alkohol: Entzugssyndrom;1;1;0
F10.4;Psychische und Verhaltensstörungen durch Alkohol: Entzugssyndrom mit Delir;1;1;0
F10.5;Psychische und Verhaltensstörungen durch Alkohol: Psychotische Störung;1;1;0
F10.6;Psychische und Verhaltensstörungen durch Alkohol: Amnestisches Syndrom;1;1;0
F10.7;Psychische und Verhaltensstörungen durch Alkohol: Restzustand und verzögert auftretende psychotische Störung;1;1;0
F10.8;Psychische und Verhaltensstörungen durch Alkohol: Sonstige psychische und Verhaltensstörungen;1;1;0
F10.9;Psychische und Verhaltensstörungen durch Alkohol: Nicht näher bezeichnete psychische und Verhaltensstörung;1;1;0
F11.0;Psychische und Verhaltensstörungen durch Opioide: Akute Intoxikation [akuter Rausch];1;1;0
F11.1;Psychische und Verhaltensstörungen durch Opioide: Schädlicher Gebrauch;1;1;0
F11.2;Psychische und Verhaltensstörungen durch Opioide: Abhängigkeitssyndrom;1;1;0
F11.3;Psychische und Verhaltensstörungen durch Opioide: Entzugssyndrom;1;1;0
F11.4;Psychische und Verhaltensstörungen durch Opioide: Entzugssyndrom mit Delir;1;1;0
F11.5;Psychische und Verhaltensstörungen durch Opioide: Psychotische Störung;1;1;0
F11.7;Psychische und Verhaltensstörungen durch Opioide: Restzustand und verzögert auftretende psychotische Störung;0;1;0
F12.0;Psychische und Verhaltensstörungen durch Cannabinoide: Akute Intoxikation [akuter Rausch];1;1;0
F12.1;Psychische und Verhaltensstörungen durch Cannabinoide: Schädlicher Gebrauch;1;1;0
F12.2;Psychische und Verhaltensstörungen durch Cannabinoide: Abhängigkeitssyndrom;1;1;0
F12.3;Psychische und Verhaltensstörungen durch Cannabinoide: Entzugssyndrom;1;1;0
F12.5;Psychische und Verhaltensstörungen durch Cannabinoide: Psychotische Störung;1;1;0
F12.6;Psychische und Verhaltensstörungen durch Cannabinoide: Amnestisches Syndrom;0;1;0
F12.7;Psychische und Verhaltensstörungen durch Cannabinoide: Restzustand und verzögert auftretende psychotische Störung;1;1;0
F12.8;Psychische und Verhaltensstörungen durch Cannabinoide: Sonstige psychische und Verhaltensstörungen;1;1;0
F12.9;Psychische und Verhaltensstörungen durch Cannabinoide: Nicht näher bezeichnete psychische und Verhaltensstörung;0;1;0
F13.0;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Akute Intoxikation [akuter Rausch];1;1;0
F13.1;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Schädlicher Gebrauch;1;1;0
F13.2;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Abhängigkeitssyndrom;1;1;0
F13.3;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Entzugssyndrom;1;1;0
F13.4;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Entzugssyndrom mit Delir;1;1;0
F13.5;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Psychotische Störung;1;1;0
F13.7;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Restzustand und verzögert auftretende psychotische Störung;1;1;0
F13.8;Psychische und Verhaltensstörungen durch Sedativa oder Hypnotika: Sonstige psychische und Verhaltensstörungen;0;1;0
F14.0;Psychische und Verhaltensstörungen durch Kokain: Akute Intoxikation [akuter Rausch];1;1;0
F14.1;Psychische und Verhaltensstörungen durch Kokain: Schädlicher Gebrauch;1;1;0
F14.2;Psychische und Verhaltensstörungen durch Kokain: Abhängigkeitssyndrom;1;1;0
F14.3;Psychische und Verhaltensstörungen durch Kokain: Entzugssyndrom;1;1;0
F14.5;Psychische und Verhaltensstörungen durch Kokain: Psychotische Störung;1;1;0
F14.7;Psychische und Verhaltensstörungen durch Kokain: Restzustand und verzögert auftretende psychotische Störung;0;1;0
F15.0;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Akute Intoxikation [akuter Rausch];1;1;0
F15.1;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Schädlicher Gebrauch;1;1;0
F15.2;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Abhängigkeitssyndrom;1;1;0
F15.3;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Entzugssyndrom;1;1;0
F15.4;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Entzugssyndrom mit Delir;0;1;0
F15.5;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Psychotische Störung;1;1;0
F15.7;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Restzustand und verzögert auftretende psychotische Störung;1;1;0
F15.8;Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Sonstige psychische und Verhaltensstörungen;1;1;0
F16.0;Psychische und Verhaltensstörungen durch Halluzinogene: Akute Intoxikation [akuter Rausch];1;1;0
F16.1;Psychische und Verhaltensstörungen durch Halluzinogene: Schädlicher Gebrauch;0;1;0
F16.2;Psychische und Verhaltensstörungen durch Halluzinogene: Abhängigkeitssyndrom;1;1;0
F16.3;Psychische und Verhaltensstörungen durch Halluzinogene: Entzugssyndrom;0;1;0
F16.5;Psychische und Verhaltensstörungen durch Halluzinogene: Psychotische Störung;1;1;0
F16.7;Psychische und Verhaltensstörungen durch Halluzinogene: Restzustand und verzögert auftretende psychotische Störung;0;1;0
F17.1;Psychische und Verhaltensstörungen durch Tabak: Schädlicher Gebrauch;0;1;0
F17.2;Psychische und Verhaltensstörungen durch Tabak: Abhängigkeitssyndrom;1;1;0
F17.3;Psychische und Verhaltensstörungen durch Tabak: Entzugssyndrom;0;1;0
F18.1;Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Schädlicher Gebrauch;0;1;0
F18.2;Psychische und Verhaltensstörungen durch flüchtige Lösungsmittel: Abhängigkeitssyndrom;0;1;0
F19.0;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Akute Intoxikation [akuter Rausch];1;1;0
F19.1;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Schädlicher Gebrauch;1;1;0
F19.2;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Abhängigkeitssyndrom;1;1;0
F19.3;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Entzugssyndrom;1;1;0
F19.4;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Entzugssyndrom mit Delir;1;1;0
F19.5;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Psychotische Störung;1;1;0
F19.7;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Restzustand und verzögert auftretende psychotische Störung;1;1;0
F19.8;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Sonstige psychische und Verhaltensstörungen;1;1;0
F19.9;Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Nicht näher bezeichnete psychische und Verhaltensstörung;0;1;0
F20.0;Paranoide Schizophrenie;1;1;0
F20.1;Hebephrene Schizophrenie;1;1;0
F20.2;Katatone Schizophrenie;1;1;0
F20.3;Undifferenzierte Schizophrenie;1;1;0
F20.4;Postschizophrene Depression;1;1;0
F20.5;Schizophrenes Residuum;1;1;0
F20.6;Schizophrenia simplex;1;1;0
F20.8;Sonstige Schizophrenie;1;1;0
F20.9;Schizophrenie, nicht näher bezeichnet;1;1;0
F21;Schizotype Störung;1;1;0
F22.0;Wahnhafte Störung;1;1;0
F22.8;Sonstige anhaltende wahnhafte Störungen;1;1;0
F22.9;Anhaltende wahnhafte Störung, nicht näher bezeichnet;1;1;0
F23.0;Akute polymorphe psychotische Störung ohne Symptome einer Schizophrenie;1;1;0
F23.1;Akute polymorphe psychotische Störung mit Symptomen einer Schizophrenie;1;1;0
F23.2;Akute schizophreniforme psychotische Störung;1;1;0
F23.3;Sonstige akute vorwiegend wahnhafte psychotische Störungen;1;1;0
F23.8;Sonstige akute vorübergehende psychotische Störungen;1;1;0
F23.9;Akute vorübergehende psychotische Störung, nicht näher bezeichnet;1;1;0
F24;Induzierte wahnhafte Störung;1;1;0
F25.0;Schizoaffektive Störung, gegenwärtig manisch;1;1;0
F25.1;Schizoaffektive Störung, gegenwärtig depressiv;1;1;0
F25.2;Gemischte schizoaffektive Störung;1;1;0
F25.8;Sonstige schizoaffektive Störungen;1;1;0
F25.9;Schizoaffektive Störung, nicht näher bezeichnet;1;1;0
F28;Sonstige nichtorganische psychotische Störungen;1;1;0
F29;Nicht näher bezeichnete nichtorganische Psychose;1;1;0
F30.0;Hypomanie;1;0;0
F30.1;Manie ohne psychotische Symptome;1;1;0
F30.2;Manie mit psychotischen Symptomen;1;1;0
F30.8;Sonstige manische Episoden;1;1;0
F30.9;Manische Episode, nicht näher bezeichnet;1;0;0
F31.0;Bipolare affektive Störung, gegenwärtig hypomanische Episode;1;1;0
F31.1;Bipolare affektive Störung, gegenwärtig manische Episode ohne psychotische Symptome;1;1;0
F31.2;Bipolare affektive Störung, gegenwärtig manische Episode mit psychotischen Symptomen;1;1;0
F31.3;Bipolare affektive Störung, gegenwärtig leichte oder mittelgradige depressive Episode;1;1;0
F31.4;Bipolare affektive Störung, gegenwärtig schwere depressive Episode ohne psychotische Symptome;1;1;0
F31.5;Bipolare affektive Psychose, gegenwärtig schwere depressive Episode mit psychotischen Symptomen;1;1;0
F31.6;Bipolare affektive Psychose, gegenwärtig gemischte Episode;1;1;0
F31.7;Bipolare affektive Psychose, gegenwärtig remittiert;1;1;0
F31.8;Sonstige bipolare affektive Störungen;1;1;0
F31.9;Bipolare affektive Störung, nicht näher bezeichnet;1;1;0
F32.0;Leichte depressive Episode;1;1;0
F32.1;Mittelgradige depressive Episode;1;1;0
F32.2;Schwere depressive Episode ohne psychotische Symptome;1;1;0
F32.3;Schwere depressive Episode mit psychotischen Symptomen;1;1;0
F32.8;Sonstige depressive Episoden;1;1;0
F32.9;Depressive Episode, nicht näher bezeichnet;1;1;0
F33.0;Rezidivierende depressive Störung, gegenwärtig leichte Episode;1;1;0
F33.1;Rezidivierende depressive Störung, gegenwärtig mittelgradige Episode;1;1;0
F33.2;Rezidivierende depressive Störung, gegenwärtig schwere Episode ohne psychotische Symptome;1;1;0
